Name   |   Ref (MP2/CBS) (A.U.)   |   Base (HF/aDZ) (A.U.)   |   ACP_MP2 (A.U.)
3B-69_06b_acetic_acid_dimerBC_mol1   |   -457.665143   |   -455.702709   |   -457.662344
3B-69_06c_acetic_acid_dimerAC_mol1   |   -457.652107   |   -455.691803   |   -457.649851
3B-69_06c_acetic_acid_trimer_mol1   |   -686.496048   |   -683.548704   |   -686.49112
3B-69_07a_oxalic_acid_dimerAB_mol1   |   -755.910275   |   -752.855107   |   -755.901582
3B-69_07a_oxalic_acid_dimerAC_mol2   |   -377.952263   |   -376.426729   |   -377.948322
3B-69_07a_oxalic_acid_dimerBC_mol1   |   -755.905489   |   -752.853126   |   -755.896849
3B-69_07b_oxalic_acid_dimerAB_mol3   |   -377.951801   |   -376.427525   |   -377.947743
3B-69_07b_oxalic_acid_dimerBC_mol1   |   -755.917522   |   -752.864563   |   -755.90751
3B-69_07b_oxalic_acid_trimer_mol1   |   -1133.88669   |   -1129.304926   |   -1133.872816
3B-69_07c_oxalic_acid_trimer_mol1   |   -1133.88585   |   -1129.303892   |   -1133.870695
3B-69_08a_vinylene_carbonate_dimerAB_mol1   |   -681.588616   |   -678.77395   |   -681.571945
3B-69_08a_vinylene_carbonate_dimerAB_mol2   |   -340.790684   |   -339.384556   |   -340.782945
3B-69_08b_vinylene_carbonate_dimerBC_mol1   |   -681.583479   |   -678.769192   |   -681.568536
3B-69_08c_vinylene_carbonate_trimer_mol1   |   -1022.394412   |   -1018.169485   |   -1022.367193
3B-69_09a_acetamide_dimerAC_mol1   |   -417.909057   |   -416.023575   |   -417.906761
3B-69_09a_acetamide_dimerAC_mol2   |   -208.948144   |   -208.007811   |   -208.947587
3B-69_09a_acetamide_dimerBC_mol1   |   -417.911188   |   -416.027289   |   -417.908433
3B-69_09c_acetamide_dimerAB_mol1   |   -417.89724   |   -416.016825   |   -417.89692
3B-69_09c_acetamide_trimer_mol1   |   -626.872272   |   -624.041933   |   -626.868942
3B-69_10a_imidazole_dimerAB_mol2   |   -225.894834   |   -224.84545   |   -225.883902
3B-69_10a_imidazole_trimer_mol1   |   -677.713808   |   -674.549592   |   -677.682437
3B-69_10c_imidazole_dimerAB_mol1   |   -451.790649   |   -449.691868   |   -451.768702
3B-69_10c_imidazole_dimerAC_mol1   |   -451.806729   |   -449.701488   |   -451.787942
3B-69_11a_isoxazole_dimerAB_mol2   |   -320.876435   |   -319.497359   |   -320.875931
3B-69_11b_isoxazole_dimerAC_mol1   |   -641.754053   |   -638.992257   |   -641.750327
3B-69_12a_pyrazole_dimerAB_mol1   |   -451.770744   |   -449.655408   |   -451.753967
3B-69_12a_pyrazole_dimerAB_mol3   |   -225.879012   |   -224.824645   |   -225.870478
3B-69_12a_pyrazole_dimerAC_mol1   |   -451.77275   |   -449.657244   |   -451.756398
3B-69_12a_pyrazole_dimerBC_mol1   |   -451.762747   |   -449.649056   |   -451.745375
3B-69_12b_pyrazole_dimerAC_mol1   |   -451.759976   |   -449.647012   |   -451.741032
3B-69_13a_triazine_dimerAB_mol1   |   -559.955456   |   -557.464225   |   -559.948658
3B-69_13a_triazine_dimerAB_mol2   |   -279.974072   |   -278.732062   |   -279.972955
3B-69_13a_triazine_dimerBC_mol1   |   -559.948271   |   -557.464106   |   -559.945312
3B-69_13a_triazine_trimer_mol1   |   -839.936939   |   -836.196534   |   -839.923461
3B-69_13b_triazine_trimer_mol1   |   -839.93364   |   -836.199941   |   -839.925525
3B-69_13c_triazine_dimerAC_mol1   |   -559.953642   |   -557.466827   |   -559.949644
3B-69_14a_cyanoacetamide_dimerAC_mol3   |   -301.065479   |   -299.743682   |   -301.064989
3B-69_14a_cyanoacetamide_dimerBC_mol1   |   -602.147221   |   -599.497748   |   -602.144274
3B-69_14a_cyanoacetamide_trimer_mol1   |   -903.215595   |   -899.23342   |   -903.208336
3B-69_14b_cyanoacetamide_dimerAB_mol1   |   -602.132394   |   -599.481994   |   -602.129403
3B-69_14b_cyanoacetamide_dimerAC_mol1   |   -602.142135   |   -599.495323   |   -602.141105
3B-69_14b_cyanoacetamide_trimer_mol1   |   -903.235647   |   -899.256392   |   -903.228977
3B-69_15a_cyanoguanidine_dimerAB_mol2   |   -297.23393   |   -295.905575   |   -297.23644
3B-69_15a_cyanoguanidine_trimer_mol1   |   -891.760483   |   -887.762887   |   -891.763571
3B-69_15b_cyanoguanidine_dimerAC_mol1   |   -594.479666   |   -591.816821   |   -594.482102
3B-69_15b_cyanoguanidine_dimerBC_mol1   |   -594.463744   |   -591.800114   |   -594.463676
3B-69_15c_cyanoguanidine_dimerAB_mol1   |   -594.470041   |   -591.809419   |   -594.472374
3B-69_16a_triazolidinedione_dimerAB_mol3   |   -392.285106   |   -390.627011   |   -392.273226
3B-69_16a_triazolidinedione_dimerAC_mol1   |   -784.570183   |   -781.25376   |   -784.544623
3B-69_16a_triazolidinedione_dimerBC_mol1   |   -784.575211   |   -781.246606   |   -784.547506
3B-69_16b_triazolidinedione_dimerAB_mol1   |   -784.579491   |   -781.258267   |   -784.551117
3B-69_16b_triazolidinedione_dimerAC_mol1   |   -784.596787   |   -781.273005   |   -784.569852
3B-69_16b_triazolidinedione_dimerBC_mol1   |   -784.580938   |   -781.262212   |   -784.553453
3B-69_17a_oxazolidinone_dimerBC_mol1   |   -644.303043   |   -641.509334   |   -644.296028
3B-69_17b_oxazolidinone_dimerAB_mol1   |   -644.303464   |   -641.508302   |   -644.298645
3B-69_17b_oxazolidinone_trimer_mol1   |   -966.470871   |   -962.271554   |   -966.462368
3B-69_17c_oxazolidinone_dimerAC_mol1   |   -644.310994   |   -641.513119   |   -644.304209
3B-69_17c_oxazolidinone_dimerBC_mol1   |   -644.296562   |   -641.505143   |   -644.293093
3B-69_18a_succinic_anhydride_dimerAC_mol1   |   -760.163089   |   -756.948793   |   -760.162918
3B-69_18a_succinic_anhydride_dimerBC_mol3   |   -380.076939   |   -378.471233   |   -380.076508
3B-69_18b_succinic_anhydride_dimerBC_mol1   |   -760.153554   |   -756.941988   |   -760.154885
3B-69_19a_benzene_dimerAB_mol1   |   -463.703563   |   -461.456202   |   -463.702883
3B-69_19a_benzene_dimerAC_mol3   |   -231.850425   |   -230.728221   |   -231.848177
3B-69_19a_benzene_trimer_mol1   |   -695.562956   |   -692.182972   |   -695.569607
3B-69_19c_benzene_dimerAB_mol1   |   -463.701924   |   -461.456974   |   -463.70182
3B-69_20a_maleic_acid_dimerAC_mol2   |   -455.227295   |   -453.326819   |   -455.225232
3B-69_20b_maleic_acid_dimerAB_mol1   |   -910.473227   |   -906.667483   |   -910.469991
3B-69_20c_maleic_acid_dimerAB_mol1   |   -910.459007   |   -906.647119   |   -910.45653
3B-69_20c_maleic_acid_trimer_mol1   |   -1365.68978   |   -1359.966351   |   -1365.69143
3B-69_21a_p-benzoquinone_dimerAB_mol2   |   -380.934449   |   -379.283118   |   -380.929905
3B-69_21a_p-benzoquinone_trimer_mol1   |   -1142.825473   |   -1137.854864   |   -1142.815585
3B-69_21b_p-benzoquinone_trimer_mol1   |   -1142.818868   |   -1137.859574   |   -1142.809988
3B-69_23a_cyclobutylfuran_dimerAB_mol1   |   -613.849975   |   -610.990991   |   -613.86309
3B-69_23a_cyclobutylfuran_dimerAB_mol2   |   -306.922923   |   -305.495688   |   -306.929133
3B-69_23a_cyclobutylfuran_dimerAC_mol1   |   -613.851772   |   -610.989652   |   -613.864679
3B-69_23a_cyclobutylfuran_trimer_mol1   |   -920.784793   |   -916.483617   |   -920.805684
3B-69_23b_cyclobutylfuran_dimerBC_mol1   |   -613.849986   |   -610.990085   |   -613.864917
A21x12_01_water-ammonia_1p3_mol1   |   -132.859386   |   -132.251256   |   -132.859336
A21x12_01_water-ammonia_1p5_mol2   |   -76.365696   |   -76.040902   |   -76.366063
A21x12_01_water-ammonia_1p6_mol3   |   -56.488389   |   -56.205372   |   -56.487712
A21x12_01_water-ammonia_1p7_mol1   |   -132.855831   |   -132.248033   |   -132.856051
A21x12_01_water-ammonia_2p0_mol1   |   -132.854985   |   -132.247216   |   -132.854918
A21x12_02_water-dimer_1p3_mol1   |   -152.735654   |   -152.086345   |   -152.73564
A21x12_02_water-dimer_1p4_mol1   |   -152.73466   |   -152.085464   |   -152.734913
A21x12_02_water-dimer_1p6_mol1   |   -152.733438   |   -152.084309   |   -152.733965
A21x12_03_HCN-dimer_0p9_mol1   |   -186.603683   |   -185.774488   |   -186.600474
A21x12_03_HCN-dimer_0p9_mol2   |   -93.300047   |   -92.887281   |   -93.298444
A21x12_03_HCN-dimer_1p1_mol3   |   -93.300043   |   -92.886988   |   -93.297336
A21x12_03_HCN-dimer_1p2_mol1   |   -186.604686   |   -185.77916   |   -186.599565
A21x12_03_HCN-dimer_1p4_mol1   |   -186.60254   |   -185.777017   |   -186.598225
A21x12_03_HCN-dimer_1p5_mol1   |   -186.601972   |   -185.776415   |   -186.597715
A21x12_03_HCN-dimer_1p9_mol1   |   -186.600902   |   -185.775234   |   -186.596557
A21x12_05_ammonia-dimer_0p9_mol1   |   -112.980167   |   -112.40953   |   -112.981066
A21x12_05_ammonia-dimer_1p0_mol1   |   -112.981844   |   -112.413403   |   -112.981049
A21x12_05_ammonia-dimer_1p5_mol1   |   -112.978006   |   -112.411812   |   -112.977678
A21x12_05_ammonia-dimer_1p9_mol1   |   -112.977196   |   -112.411123   |   -112.976068
A21x12_06_HF-methane_1p2_mol2   |   -40.435318   |   -40.199564   |   -40.432678
A21x12_07_ammonia-methane_1p2_mol1   |   -96.924402   |   -96.405404   |   -96.922403
A21x12_08_water-methane_1p8_mol1   |   -116.801313   |   -116.241043   |   -116.79902
A21x12_09_formaldehyde-dimer_0p9_mol3   |   -114.368319   |   -113.88485   |   -114.36604
A21x12_09_formaldehyde-dimer_1p1_mol1   |   -228.743126   |   -227.775063   |   -228.737474
A21x12_09_formaldehyde-dimer_1p3_mol1   |   -228.740516   |   -227.773687   |   -228.736011
A21x12_09_formaldehyde-dimer_1p7_mol1   |   -228.738062   |   -227.771448   |   -228.733961
A21x12_10_water-ethene_0p9_mol1   |   -154.811112   |   -154.082686   |   -154.810255
A21x12_10_water-ethene_1p1_mol1   |   -154.811544   |   -154.087142   |   -154.809501
A21x12_10_water-ethene_1p3_mol2   |   -78.441993   |   -78.043508   |   -78.438859
A21x12_10_water-ethene_1p6_mol1   |   -154.808546   |   -154.085466   |   -154.80641
A21x12_11_formaldehyde-ethene_1p2_mol1   |   -192.811955   |   -191.929614   |   -192.80706
A21x12_11_formaldehyde-ethene_1p9_mol1   |   -192.810506   |   -191.928743   |   -192.805974
A21x12_12_ethyne-dimer_1p1_mol1   |   -154.400468   |   -153.657931   |   -154.395447
A21x12_12_ethyne-dimer_1p3_mol2   |   -77.199208   |   -76.828221   |   -77.197068
A21x12_13_ammonia-ethene_1p3_mol1   |   -134.931345   |   -134.249575   |   -134.9293
A21x12_14_ethene-dimer_1p1_mol1   |   -156.885675   |   -156.087115   |   -156.880308
A21x12_14_ethene-dimer_1p6_mol1   |   -156.884267   |   -156.087225   |   -156.879667
A21x12_15_methane-ethene_1p5_mol1   |   -118.877537   |   -118.243243   |   -118.873116
A21x12_16_borane-methane_0p9_mol1   |   -66.964888   |   -66.585364   |   -66.98177
A21x12_16_borane-methane_0p9_mol3   |   -26.528066   |   -26.391215   |   -26.541872
A21x12_16_borane-methane_1p0_mol1   |   -66.965703   |   -66.589293   |   -66.978514
A21x12_16_borane-methane_1p1_mol1   |   -66.965333   |   -66.590646   |   -66.976387
A21x12_16_borane-methane_1p2_mol1   |   -66.964784   |   -66.591032   |   -66.975451
A21x12_17_methane-ethane_0p9_mol3   |   -79.674822   |   -79.237277   |   -79.672792
A21x12_17_methane-ethane_1p0_mol1   |   -120.111497   |   -119.436135   |   -120.107722
A21x12_17_methane-ethane_1p2_mol1   |   -120.110913   |   -119.436951   |   -120.108296
A21x12_18_methane-ethane_0p9_mol1   |   -120.110003   |   -119.43362   |   -120.10573
A21x12_19_methane-dimer_0p9_mol1   |   -80.870995   |   -80.397103   |   -80.866595
A21x12_19_methane-dimer_1p1_mol1   |   -80.871451   |   -80.399224   |   -80.867756
A21x12_19_methane-dimer_1p7_mol1   |   -80.870855   |   -80.399268   |   -80.866854
ACHC_11_dimer_mol1   |   -861.122989   |   -857.253423   |   -861.11576
ACHC_11_dimer_mol3   |   -394.417758   |   -392.672323   |   -394.42265
ACHC_12_dimer_mol1   |   -861.123517   |   -857.253681   |   -861.114754
ACHC_13_dimer_mol2   |   -466.690314   |   -464.58452   |   -466.681986
ACHC_1_dimer_mol1   |   -861.120877   |   -857.235087   |   -861.110099
ACHC_21_dimer_mol1   |   -861.119664   |   -857.250249   |   -861.109611
ACHC_23_dimer_mol1   |   -861.118462   |   -857.250969   |   -861.109428
ACHC_52_dimer_mol1   |   -861.119626   |   -857.254245   |   -861.112111
ACHC_8_dimer_mol1   |   -861.110555   |   -857.257054   |   -861.106942
ACHC_9_dimer_mol1   |   -861.121392   |   -857.251278   |   -861.113701
AlcoholCONF_1_2_mol1   |   -115.582419   |   -115.059868   |   -115.580281
AlcoholCONF_1_2_mol2   |   -115.584071   |   -115.061684   |   -115.583363
AlcoholCONF_3_4_mol1   |   -194.079037   |   -193.147162   |   -194.077955
AlcoholCONF_3_4_mol2   |   -194.081204   |   -193.149201   |   -194.080823
AlcoholCONF_3_5_mol1   |   -194.075351   |   -193.143012   |   -194.073401
AlcoholCONF_4_13_mol1   |   -194.066416   |   -193.135273   |   -194.063713
AlcoholCONF_4_15_mol1   |   -194.074654   |   -193.144327   |   -194.07477
AlcoholCONF_4_20_mol1   |   -194.070124   |   -193.138528   |   -194.068243
AlcoholCONF_4_5_mol1   |   -194.072941   |   -193.142099   |   -194.070941
AlkAtom19_12_mol1   |   -275.893225   |   -274.43023   |   -275.891103
AlkAtom19_16_mol1   |   -275.896965   |   -274.42825   |   -275.892771
AlkIsod14_6_mol2   |   -315.134431   |   -313.470419   |   -315.134036
AlkIsomer11_2_mol1   |   -197.406632   |   -196.352767   |   -197.403544
AlkIsomer11_3_mol1   |   -197.412179   |   -196.355002   |   -197.405702
AlkIsomer11_6_mol1   |   -236.650894   |   -235.388224   |   -236.648533
AlkIsomer11_7_mol1   |   -236.648906   |   -235.389323   |   -236.646117
ANI1ccx_1001_conf3_mol2   |   -490.123426   |   -487.878364   |   -490.122137
ANI1ccx_1010_conf10_mol2   |   -572.023778   |   -569.553375   |   -572.014699
ANI1ccx_1023_conf1_mol1   |   -620.59812   |   -617.817325   |   -620.615484
ANI1ccx_1023_conf3_mol1   |   -620.597888   |   -617.813549   |   -620.598448
ANI1ccx_1023_conf7_mol2   |   -620.602782   |   -617.822211   |   -620.616281
ANI1ccx_1029_conf4_mol2   |   -532.096435   |   -529.681405   |   -532.090306
ANI1ccx_102_conf1_mol1   |   -804.764494   |   -800.992709   |   -804.760284
ANI1ccx_1034_conf2_mol1   |   -641.666591   |   -638.817943   |   -641.674176
ANI1ccx_1064_conf8_mol1   |   -526.252166   |   -524.038554   |   -526.237078
ANI1ccx_1075_conf2_mol2   |   -547.206957   |   -544.886671   |   -547.201547
ANI1ccx_1081_conf2_mol1   |   -465.429624   |   -463.362015   |   -465.416363
ANI1ccx_1088_conf1_mol1   |   -527.461243   |   -525.202041   |   -527.451911
ANI1ccx_1089_conf1_mol2   |   -602.445078   |   -599.865499   |   -602.43163
ANI1ccx_1091_conf2_mol2   |   -486.543071   |   -484.397422   |   -486.536513
ANI1ccx_1092_conf6_mol2   |   -561.729676   |   -559.297247   |   -561.72847
ANI1ccx_1093_conf5_mol1   |   -636.892198   |   -634.17573   |   -636.892739
ANI1ccx_1119_conf6_mol1   |   -603.850255   |   -601.274744   |   -603.854712
ANI1ccx_1139_conf2_mol1   |   -508.817356   |   -506.570114   |   -508.821558
ANI1ccx_1144_conf15_mol1   |   -618.099347   |   -615.380773   |   -618.123763
ANI1ccx_1154_conf1_mol1   |   -488.932259   |   -486.731088   |   -488.944348
ANI1ccx_1158_conf7_mol1   |   -598.267621   |   -595.577674   |   -598.268977
ANI1ccx_1158_conf7_mol2   |   -598.28149   |   -595.593784   |   -598.283846
ANI1ccx_1166_conf11_mol2   |   -400.631009   |   -398.813941   |   -400.63347
ANI1ccx_1168_conf155_mol2   |   -550.982006   |   -548.593904   |   -550.97829
ANI1ccx_1168_conf26_mol1   |   -550.965267   |   -548.576562   |   -550.959203
ANI1ccx_1168_conf70_mol1   |   -550.951959   |   -548.555164   |   -550.939014
ANI1ccx_1205_conf10_mol1   |   -699.616465   |   -696.560606   |   -699.618466
ANI1ccx_1205_conf26_mol2   |   -699.62151   |   -696.560693   |   -699.622097
ANI1ccx_1205_conf48_mol1   |   -699.544868   |   -696.475527   |   -699.540295
ANI1ccx_1213_conf1_mol1   |   -570.303979   |   -567.738732   |   -570.308111
ANI1ccx_1214_conf1_mol2   |   -645.49965   |   -642.649705   |   -645.497914
ANI1ccx_1214_conf2_mol1   |   -645.497501   |   -642.649607   |   -645.50424
ANI1ccx_1215_conf13_mol2   |   -720.649358   |   -717.515322   |   -720.650067
