Name   |   Ref (MP2/CBS) (A.U.)   |   Base (HF/aDZ) (A.U.)   |   ACP_MP2 (A.U.)   
S66by10_43_1.25_dimer   |   -611.727439   |   -608.885962   |   -611.725727   
S66by10_44_0.7_dimer   |   -275.834014   |   -274.361697   |   -275.840553   
S66by10_44_0.8_dimer   |   -275.846563   |   -274.383115   |   -275.849793   
S66by10_44_0.95_dimer   |   -275.850447   |   -274.394265   |   -275.848701   
S66by10_44_0.9_dimer   |   -275.850085   |   -274.392055   |   -275.849564   
S66by10_44_1.05_dimer   |   -275.850112   |   -274.39643   |   -275.847609   
S66by10_44_1.0_dimer   |   -275.850382   |   -274.395609   |   -275.847982   
S66by10_44_1.25_dimer   |   -275.848811   |   -274.397503   |   -275.847873   
S66by10_45_0.7_dimer   |   -274.584829   |   -273.136595   |   -274.586059   
S66by10_45_0.8_dimer   |   -274.60217   |   -273.164626   |   -274.60108   
S66by10_45_0.95_dimer   |   -274.60747   |   -273.178228   |   -274.603776   
S66by10_45_0.9_dimer   |   -274.606942   |   -273.175633   |   -274.603925   
S66by10_45_1.05_dimer   |   -274.60724   |   -273.180698   |   -274.603189   
S66by10_45_1.0_dimer   |   -274.607484   |   -273.17978   |   -274.603481   
S66by10_45_1.25_dimer   |   -274.605871   |   -273.181772   |   -274.603053   
S66by10_46_0.7_dimer   |   -445.57733   |   -443.350201   |   -445.579861   
S66by10_46_0.8_dimer   |   -445.592573   |   -443.376505   |   -445.593923   
S66by10_46_0.95_dimer   |   -445.59773   |   -443.391537   |   -445.596826   
S66by10_46_0.9_dimer   |   -445.597236   |   -443.388414   |   -445.59682   
S66by10_46_1.05_dimer   |   -445.597219   |   -443.394821   |   -445.596454   
S66by10_46_1.0_dimer   |   -445.59764   |   -443.393546   |   -445.596628   
S66by10_46_1.1_dimer   |   -445.596643   |   -443.395609   |   -445.596357   
S66by10_46_1.25_dimer   |   -445.594789   |   -443.39646   |   -445.596727   
S66by10_47_0.7_dimer   |   -463.672844   |   -461.393228   |   -463.672445   
S66by10_47_0.8_dimer   |   -463.698164   |   -461.433005   |   -463.70041   
S66by10_47_0.9_dimer   |   -463.70584   |   -461.449433   |   -463.708309   
S66by10_47_1.0_dimer   |   -463.706858   |   -461.455571   |   -463.707983   
S66by10_48_0.7_dimer   |   -495.756637   |   -493.396229   |   -495.75728   
S66by10_48_0.8_dimer   |   -495.777306   |   -493.429055   |   -495.779348   
S66by10_48_1.0_dimer   |   -495.78439   |   -493.448299   |   -495.785345   
S66by10_48_1.1_dimer   |   -495.783371   |   -493.450031   |   -495.784035   
S66by10_49_0.7_dimer   |   -479.71063   |   -477.389331   |   -479.711962   
S66by10_49_0.8_dimer   |   -479.736723   |   -477.429625   |   -479.740918   
S66by10_49_0.9_dimer   |   -479.744715   |   -477.446271   |   -479.749277   
S66by10_49_1.0_dimer   |   -479.745787   |   -477.452435   |   -479.749034   
S66by10_49_1.25_dimer   |   -479.742899   |   -477.454455   |   -479.744157   
S66by10_4_0.7_dimer   |   -324.546151   |   -323.068698   |   -324.543618   
S66by10_4_0.8_dimer   |   -324.559386   |   -323.084353   |   -324.558056   
S66by10_4_0.95_dimer   |   -324.56434   |   -323.091993   |   -324.562632   
S66by10_4_0.9_dimer   |   -324.563787   |   -323.090684   |   -324.562118   
S66by10_4_1.25_dimer   |   -324.56079   |   -323.091043   |   -324.560263   
S66by10_50_0.7_dimer   |   -309.025696   |   -307.508728   |   -309.025104   
S66by10_50_0.8_dimer   |   -309.047497   |   -307.540515   |   -309.048958   
S66by10_50_0.95_dimer   |   -309.05512   |   -307.55628   |   -309.056217   
S66by10_50_0.9_dimer   |   -309.054262   |   -307.553379   |   -309.056031   
