Name   |   Ref (HF/CBS) (A.U.)   |   Base (HF/aDZ) (A.U.)   |   ACP_HF (A.U.)
37Conf8_Fotemustin_4_mol1   |   -1690.248834   |   -1689.895512   |   -1690.250535
37Conf8_Fotemustin_5_mol1   |   -1690.242491   |   -1689.891445   |   -1690.244389
37Conf8_Fotemustin_6_mol1   |   -1690.241057   |   -1689.889144   |   -1690.243234
37Conf8_Fotemustin_7_mol1   |   -1690.237972   |   -1689.886201   |   -1690.239531
37Conf8_Fotemustin_8_mol1   |   -1690.23984   |   -1689.887775   |   -1690.242352
37Conf8_GABA_5_mol1   |   -361.06727   |   -360.955106   |   -361.067486
37Conf8_GABA_7_mol1   |   -361.061492   |   -360.949153   |   -361.061258
37Conf8_GABA_8_mol2   |   -361.065354   |   -360.953455   |   -361.065474
37Conf8_Gemcitabine_2_mol1   |   -1009.350311   |   -1009.03982   |   -1009.350187
37Conf8_Gemcitabine_4_mol1   |   -1009.34598   |   -1009.035057   |   -1009.345558
37Conf8_Gemcitabine_6_mol1   |   -1009.338702   |   -1009.027856   |   -1009.338056
37Conf8_Gemcitabine_7_mol1   |   -1009.33781   |   -1009.02788   |   -1009.337858
37Conf8_Glufosinate_2_mol1   |   -891.348661   |   -891.124605   |   -891.348358
37Conf8_Glufosinate_4_mol1   |   -891.349705   |   -891.126845   |   -891.348683
37Conf8_Glufosinate_5_mol1   |   -891.343185   |   -891.119137   |   -891.342902
37Conf8_Glufosinate_7_mol1   |   -891.349518   |   -891.125015   |   -891.349092
37Conf8_Glufosinate_8_mol1   |   -891.347544   |   -891.123166   |   -891.346999
37Conf8_Indometacin_2_mol1   |   -1542.704943   |   -1542.367486   |   -1542.704302
37Conf8_Indometacin_2_mol2   |   -1542.708688   |   -1542.371352   |   -1542.708204
37Conf8_Indometacin_3_mol1   |   -1542.700461   |   -1542.363225   |   -1542.699637
37Conf8_Indometacin_4_mol1   |   -1542.698653   |   -1542.361526   |   -1542.697958
37Conf8_Indometacin_6_mol1   |   -1542.696554   |   -1542.35887   |   -1542.695561
37Conf8_Indometacin_7_mol1   |   -1542.697446   |   -1542.359657   |   -1542.696516
37Conf8_Knoevenagel_cond_5_mol2   |   -899.026471   |   -898.751281   |   -899.026323
37Conf8_Knoevenagel_cond_7_mol1   |   -899.005504   |   -898.731107   |   -899.005234
37Conf8_N_iprit_2_mol1   |   -1667.324775   |   -1667.182726   |   -1667.324722
37Conf8_N_iprit_2_mol2   |   -1667.327877   |   -1667.185795   |   -1667.327876
37Conf8_N_iprit_3_mol1   |   -1667.323613   |   -1667.181527   |   -1667.323736
37Conf8_N_iprit_4_mol1   |   -1667.319654   |   -1667.178329   |   -1667.319795
37Conf8_N_iprit_5_mol1   |   -1667.321336   |   -1667.179336   |   -1667.321106
37Conf8_N_iprit_6_mol1   |   -1667.318618   |   -1667.176999   |   -1667.318818
37Conf8_N_iprit_7_mol1   |   -1667.317293   |   -1667.175764   |   -1667.317203
37Conf8_N_iprit_8_mol1   |   -1667.308589   |   -1667.167359   |   -1667.308648
37Conf8_Pantoprazole_2_mol1   |   -1674.319902   |   -1673.886939   |   -1674.319125
37Conf8_Pantoprazole_2_mol2   |   -1674.334655   |   -1673.902906   |   -1674.333979
37Conf8_Pantoprazole_3_mol1   |   -1674.326091   |   -1673.895102   |   -1674.325443
37Conf8_Pantoprazole_4_mol1   |   -1674.327772   |   -1673.896229   |   -1674.327301
37Conf8_Pantoprazole_5_mol1   |   -1674.317948   |   -1673.890034   |   -1674.317623
37Conf8_Pantoprazole_6_mol1   |   -1674.315459   |   -1673.883187   |   -1674.314511
37Conf8_Pantoprazole_7_mol1   |   -1674.312729   |   -1673.881732   |   -1674.312465
37Conf8_Pantoprazole_8_mol1   |   -1674.30983   |   -1673.878183   |   -1674.308949
37Conf8_Propranolol_3_mol1   |   -822.628269   |   -822.384437   |   -822.627401
37Conf8_Propranolol_8_mol2   |   -822.625656   |   -822.382504   |   -822.624877
37Conf8_Pyridoxalphosphate_2_mol1   |   -1153.647742   |   -1153.328973   |   -1153.647506
37Conf8_Pyridoxalphosphate_2_mol2   |   -1153.651693   |   -1153.33338   |   -1153.65211
37Conf8_Pyridoxalphosphate_3_mol1   |   -1153.64498   |   -1153.326182   |   -1153.644801
37Conf8_Pyridoxalphosphate_5_mol1   |   -1153.642494   |   -1153.324247   |   -1153.642065
37Conf8_Pyridoxalphosphate_7_mol1   |   -1153.639789   |   -1153.321092   |   -1153.639472
37Conf8_Pyridoxalphosphate_8_mol1   |   -1153.637227   |   -1153.318882   |   -1153.63729
37Conf8_RAMBO_2_mol1   |   -535.209628   |   -535.051685   |   -535.210313
37Conf8_RAMBO_2_mol2   |   -535.22015   |   -535.061761   |   -535.219902
37Conf8_RAMBO_6_mol1   |   -535.20519   |   -535.04754   |   -535.205931
37Conf8_RH34_6_mol2   |   -1081.124693   |   -1080.805629   |   -1081.12397
37Conf8_Rolipram_2_mol2   |   -897.525874   |   -897.259164   |   -897.524858
37Conf8_shiepox_depox_3_mol1   |   -914.454437   |   -914.177713   |   -914.453556
37Conf8_shiepox_depox_3_mol2   |   -914.456171   |   -914.179866   |   -914.455448
37Conf8_shiepox_depox_6_mol1   |   -914.45055   |   -914.173851   |   -914.449831
37Conf8_shiepox_depox_7_mol1   |   -914.449887   |   -914.173278   |   -914.449375
37Conf8_shiepox_depox_8_mol1   |   -914.445045   |   -914.168559   |   -914.444407
37Conf8_Takemoto_1_mol1   |   -1814.161831   |   -1813.690909   |   -1814.161544
37Conf8_Triacetin_2_mol1   |   -798.555598   |   -798.303538   |   -798.554615
37Conf8_Triacetin_6_mol1   |   -798.543423   |   -798.290955   |   -798.542608
37Conf8_Triacetin_8_mol1   |   -798.531772   |   -798.279842   |   -798.530972
37Conf8_Tsogoeva_2_mol2   |   -983.782807   |   -983.492311   |   -983.783386
37Conf8_Tsogoeva_6_mol1   |   -983.778407   |   -983.486738   |   -983.778912
37Conf8_Tsogoeva_7_mol1   |   -983.778099   |   -983.486783   |   -983.778334
37Conf8_Tsogoeva_8_mol1   |   -983.779175   |   -983.487014   |   -983.779586
37Conf8_VX_2_mol1   |   -1374.5187   |   -1374.247361   |   -1374.51877
37Conf8_VX_3_mol2   |   -1374.521617   |   -1374.250715   |   -1374.521902
37Conf8_VX_5_mol1   |   -1374.513644   |   -1374.242561   |   -1374.51371
37Conf8_VX_6_mol1   |   -1374.511757   |   -1374.240404   |   -1374.511522
37Conf8_VX_8_mol1   |   -1374.506814   |   -1374.236196   |   -1374.507014
37Conf8_XylitolPentanit_3_mol2   |   -1588.400204   |   -1587.914955   |   -1588.398435
37Conf8_XylitolPentanit_7_mol1   |   -1588.387155   |   -1587.903288   |   -1588.384855
37Conf8_XylitolPentanit_8_mol1   |   -1588.386895   |   -1587.902095   |   -1588.384074
3B-69_01a_water_dimerAB_mol1   |   -152.128696   |   -152.077501   |   -152.1297
3B-69_01a_water_dimerAC_mol1   |   -152.131186   |   -152.080148   |   -152.131603
3B-69_01a_water_dimerAC_mol2   |   -76.063364   |   -76.037727   |   -76.063835
3B-69_01a_water_dimerBC_mol3   |   -76.063642   |   -76.03801   |   -76.064111
3B-69_01b_water_dimerAB_mol1   |   -152.130562   |   -152.079571   |   -152.130952
3B-69_01c_water_dimerBC_mol3   |   -76.066155   |   -76.040299   |   -76.06654
3B-69_01c_water_trimer_mol1   |   -228.216052   |   -228.13938   |   -228.216038
3B-69_02a_formaldehyde_dimerAB_mol1   |   -227.848351   |   -227.772753   |   -227.848982
3B-69_02a_formaldehyde_dimerAC_mol1   |   -227.845836   |   -227.770008   |   -227.846469
3B-69_02b_formaldehyde_dimerAC_mol1   |   -227.843925   |   -227.76835   |   -227.844229
3B-69_03a_methanol_ethyne_dimerAC_mol1   |   -230.201198   |   -230.121884   |   -230.20082
3B-69_03a_methanol_ethyne_dimerAC_mol2   |   -115.099046   |   -115.059317   |   -115.099102
3B-69_03a_methanol_ethyne_trimer_mol1   |   -345.306617   |   -345.187877   |   -345.305946
3B-69_03c_methanol_ethyne_dimerBC_mol1   |   -191.953925   |   -191.887035   |   -191.953554
3B-69_04b_acetonitrile_dimerAC_mol1   |   -263.969667   |   -263.887328   |   -263.969989
3B-69_04c_acetonitrile_trimer_mol1   |   -395.957504   |   -395.834351   |   -395.957948
3B-69_05a_nitromethane_trimer_mol1   |   -731.344961   |   -731.115516   |   -731.344701
3B-69_05c_nitromethane_dimerAB_mol1   |   -487.562607   |   -487.409148   |   -487.562415
3B-69_05c_nitromethane_dimerAC_mol1   |   -487.559954   |   -487.405797   |   -487.55996
3B-69_06a_acetic_acid_dimerAB_mol1   |   -455.838513   |   -455.689572   |   -455.839151
3B-69_06a_acetic_acid_dimerAC_mol3   |   -227.91966   |   -227.84509   |   -227.920004
3B-69_06b_acetic_acid_dimerBC_mol1   |   -455.851448   |   -455.702709   |   -455.851709
3B-69_06c_acetic_acid_dimerAC_mol1   |   -455.840446   |   -455.691803   |   -455.84102
3B-69_06c_acetic_acid_trimer_mol1   |   -683.770729   |   -683.548704   |   -683.770924
3B-69_07a_oxalic_acid_dimerAB_mol1   |   -753.095282   |   -752.855107   |   -753.095255
3B-69_07a_oxalic_acid_dimerAC_mol2   |   -376.547357   |   -376.426729   |   -376.547723
3B-69_07a_oxalic_acid_dimerBC_mol1   |   -753.094106   |   -752.853126   |   -753.094841
3B-69_07b_oxalic_acid_dimerAB_mol3   |   -376.548539   |   -376.427525   |   -376.548816
3B-69_07b_oxalic_acid_dimerBC_mol1   |   -753.10561   |   -752.864563   |   -753.105703
3B-69_07b_oxalic_acid_trimer_mol1   |   -1129.665904   |   -1129.304926   |   -1129.665886
3B-69_07c_oxalic_acid_trimer_mol1   |   -1129.664772   |   -1129.303892   |   -1129.664764
3B-69_08a_vinylene_carbonate_dimerAB_mol1   |   -678.994015   |   -678.77395   |   -678.994354
3B-69_08a_vinylene_carbonate_dimerAB_mol2   |   -339.495019   |   -339.384556   |   -339.495187
3B-69_08b_vinylene_carbonate_dimerBC_mol1   |   -678.989545   |   -678.769192   |   -678.990083
3B-69_08c_vinylene_carbonate_trimer_mol1   |   -1018.498487   |   -1018.169485   |   -1018.498944
3B-69_09a_acetamide_dimerAC_mol1   |   -416.15622   |   -416.023575   |   -416.156472
3B-69_09a_acetamide_dimerAC_mol2   |   -208.074466   |   -208.007811   |   -208.074845
3B-69_09a_acetamide_dimerBC_mol1   |   -416.15996   |   -416.027289   |   -416.160508
3B-69_09c_acetamide_dimerAB_mol1   |   -416.150101   |   -416.016825   |   -416.150922
3B-69_09c_acetamide_trimer_mol1   |   -624.240513   |   -624.041933   |   -624.240716
3B-69_10a_imidazole_dimerAB_mol2   |   -224.912068   |   -224.84545   |   -224.912425
3B-69_10a_imidazole_trimer_mol1   |   -674.74749   |   -674.549592   |   -674.748081
3B-69_10c_imidazole_dimerAB_mol1   |   -449.825078   |   -449.691868   |   -449.825837
3B-69_10c_imidazole_dimerAC_mol1   |   -449.834164   |   -449.701488   |   -449.834719
3B-69_11a_isoxazole_dimerAB_mol2   |   -319.596025   |   -319.497359   |   -319.595407
3B-69_11b_isoxazole_dimerAC_mol1   |   -639.189277   |   -638.992257   |   -639.187895
3B-69_12a_pyrazole_dimerAB_mol1   |   -449.787687   |   -449.655408   |   -449.78701
3B-69_12a_pyrazole_dimerAB_mol3   |   -224.891072   |   -224.824645   |   -224.890812
3B-69_12a_pyrazole_dimerAC_mol1   |   -449.789537   |   -449.657244   |   -449.788869
3B-69_12a_pyrazole_dimerBC_mol1   |   -449.780827   |   -449.649056   |   -449.78039
3B-69_12b_pyrazole_dimerAC_mol1   |   -449.779211   |   -449.647012   |   -449.778586
3B-69_13a_triazine_dimerAB_mol1   |   -557.620976   |   -557.464225   |   -557.621634
3B-69_13a_triazine_dimerAB_mol2   |   -278.810866   |   -278.732062   |   -278.811247
3B-69_13a_triazine_dimerBC_mol1   |   -557.621686   |   -557.464106   |   -557.622352
3B-69_13a_triazine_trimer_mol1   |   -836.431066   |   -836.196534   |   -836.432101
3B-69_13b_triazine_trimer_mol1   |   -836.435184   |   -836.199941   |   -836.435503
3B-69_13c_triazine_dimerAC_mol1   |   -557.623948   |   -557.466827   |   -557.624468
3B-69_14a_cyanoacetamide_dimerAC_mol3   |   -299.83485   |   -299.743682   |   -299.835322
3B-69_14a_cyanoacetamide_dimerBC_mol1   |   -599.679173   |   -599.497748   |   -599.679535
3B-69_14a_cyanoacetamide_trimer_mol1   |   -899.504655   |   -899.23342   |   -899.504674
3B-69_14b_cyanoacetamide_dimerAB_mol1   |   -599.663478   |   -599.481994   |   -599.66389
3B-69_14b_cyanoacetamide_dimerAC_mol1   |   -599.677121   |   -599.495323   |   -599.677765
3B-69_14b_cyanoacetamide_trimer_mol1   |   -899.527889   |   -899.256392   |   -899.528025
3B-69_15a_cyanoguanidine_dimerAB_mol2   |   -295.994921   |   -295.905575   |   -295.995303
3B-69_15a_cyanoguanidine_trimer_mol1   |   -888.0289   |   -887.762887   |   -888.029008
3B-69_15b_cyanoguanidine_dimerAC_mol1   |   -591.995118   |   -591.816821   |   -591.99569
3B-69_15b_cyanoguanidine_dimerBC_mol1   |   -591.978195   |   -591.800114   |   -591.978521
3B-69_15c_cyanoguanidine_dimerAB_mol1   |   -591.987522   |   -591.809419   |   -591.987709
3B-69_16a_triazolidinedione_dimerAB_mol3   |   -390.74701   |   -390.627011   |   -390.745926
3B-69_16a_triazolidinedione_dimerAC_mol1   |   -781.493653   |   -781.25376   |   -781.491416
3B-69_16a_triazolidinedione_dimerBC_mol1   |   -781.484553   |   -781.246606   |   -781.482325
3B-69_16b_triazolidinedione_dimerAB_mol1   |   -781.497593   |   -781.258267   |   -781.495173
3B-69_16b_triazolidinedione_dimerAC_mol1   |   -781.511943   |   -781.273005   |   -781.509305
3B-69_16b_triazolidinedione_dimerBC_mol1   |   -781.501714   |   -781.262212   |   -781.499244
3B-69_17a_oxazolidinone_dimerBC_mol1   |   -641.711714   |   -641.509334   |   -641.71151
3B-69_17b_oxazolidinone_dimerAB_mol1   |   -641.710786   |   -641.508302   |   -641.710673
3B-69_17b_oxazolidinone_trimer_mol1   |   -962.573245   |   -962.271554   |   -962.573113
3B-69_17c_oxazolidinone_dimerAC_mol1   |   -641.714484   |   -641.513119   |   -641.714477
3B-69_17c_oxazolidinone_dimerBC_mol1   |   -641.708073   |   -641.505143   |   -641.70825
3B-69_18a_succinic_anhydride_dimerAC_mol1   |   -757.185831   |   -756.948793   |   -757.185062
3B-69_18a_succinic_anhydride_dimerBC_mol3   |   -378.590254   |   -378.471233   |   -378.59001
3B-69_18b_succinic_anhydride_dimerBC_mol1   |   -757.180031   |   -756.941988   |   -757.179583
3B-69_19a_benzene_dimerAB_mol1   |   -461.594977   |   -461.456202   |   -461.594466
3B-69_19a_benzene_dimerAC_mol3   |   -230.798062   |   -230.728221   |   -230.797741
3B-69_19a_benzene_trimer_mol1   |   -692.389079   |   -692.182972   |   -692.388589
3B-69_19c_benzene_dimerAB_mol1   |   -461.596356   |   -461.456974   |   -461.595851
3B-69_20a_maleic_acid_dimerAC_mol2   |   -453.469629   |   -453.326819   |   -453.469852
3B-69_20b_maleic_acid_dimerAB_mol1   |   -906.952697   |   -906.667483   |   -906.952917
3B-69_20c_maleic_acid_dimerAB_mol1   |   -906.930394   |   -906.647119   |   -906.930577
3B-69_20c_maleic_acid_trimer_mol1   |   -1360.389859   |   -1359.966351   |   -1360.390246
3B-69_21a_p-benzoquinone_dimerAB_mol2   |   -379.396497   |   -379.283118   |   -379.396111
3B-69_21a_p-benzoquinone_trimer_mol1   |   -1138.191189   |   -1137.854864   |   -1138.190083
3B-69_21b_p-benzoquinone_trimer_mol1   |   -1138.197324   |   -1137.859574   |   -1138.196791
3B-69_23a_cyclobutylfuran_dimerAB_mol1   |   -611.175998   |   -610.990991   |   -611.177241
3B-69_23a_cyclobutylfuran_dimerAB_mol2   |   -305.588614   |   -305.495688   |   -305.589249
3B-69_23a_cyclobutylfuran_dimerAC_mol1   |   -611.174195   |   -610.989652   |   -611.175349
3B-69_23a_cyclobutylfuran_trimer_mol1   |   -916.758789   |   -916.483617   |   -916.760599
3B-69_23b_cyclobutylfuran_dimerBC_mol1   |   -611.175047   |   -610.990085   |   -611.176202
A21x12_01_water-ammonia_1p3_mol1   |   -132.296437   |   -132.251256   |   -132.297894
A21x12_01_water-ammonia_1p5_mol2   |   -76.066828   |   -76.040902   |   -76.067174
A21x12_01_water-ammonia_1p6_mol3   |   -56.224899   |   -56.205372   |   -56.225895
A21x12_01_water-ammonia_1p7_mol1   |   -132.293427   |   -132.248033   |   -132.294866
A21x12_01_water-ammonia_2p0_mol1   |   -132.292634   |   -132.247216   |   -132.29404
A21x12_02_water-dimer_1p3_mol1   |   -152.138149   |   -152.086345   |   -152.13874
A21x12_02_water-dimer_1p4_mol1   |   -152.13731   |   -152.085464   |   -152.137953
A21x12_02_water-dimer_1p6_mol1   |   -152.136201   |   -152.084309   |   -152.13689
A21x12_03_HCN-dimer_0p9_mol1   |   -185.830524   |   -185.774488   |   -185.831744
A21x12_03_HCN-dimer_0p9_mol2   |   -92.915699   |   -92.887281   |   -92.915911
A21x12_03_HCN-dimer_1p1_mol3   |   -92.91523   |   -92.886988   |   -92.915504
A21x12_03_HCN-dimer_1p2_mol1   |   -185.835451   |   -185.77916   |   -185.836273
A21x12_03_HCN-dimer_1p4_mol1   |   -185.833534   |   -185.777017   |   -185.834171
A21x12_03_HCN-dimer_1p5_mol1   |   -185.832973   |   -185.776415   |   -185.833574
A21x12_03_HCN-dimer_1p9_mol1   |   -185.831853   |   -185.775234   |   -185.832393
A21x12_05_ammonia-dimer_0p9_mol1   |   -112.448105   |   -112.40953   |   -112.449461
A21x12_05_ammonia-dimer_1p0_mol1   |   -112.452077   |   -112.413403   |   -112.45381
A21x12_05_ammonia-dimer_1p5_mol1   |   -112.450791   |   -112.411812   |   -112.452859
A21x12_05_ammonia-dimer_1p9_mol1   |   -112.450134   |   -112.411123   |   -112.45218
A21x12_06_HF-methane_1p2_mol2   |   -40.216827   |   -40.199564   |   -40.216741
A21x12_07_ammonia-methane_1p2_mol1   |   -96.44208   |   -96.405404   |   -96.443095
A21x12_08_water-methane_1p8_mol1   |   -116.28432   |   -116.241043   |   -116.284562
A21x12_09_formaldehyde-dimer_0p9_mol3   |   -113.922742   |   -113.88485   |   -113.923067
A21x12_09_formaldehyde-dimer_1p1_mol1   |   -227.850393   |   -227.775063   |   -227.85075
A21x12_09_formaldehyde-dimer_1p3_mol1   |   -227.849252   |   -227.773687   |   -227.849867
A21x12_09_formaldehyde-dimer_1p7_mol1   |   -227.847192   |   -227.771448   |   -227.847895
A21x12_10_water-ethene_0p9_mol1   |   -154.135166   |   -154.082686   |   -154.135303
A21x12_10_water-ethene_1p1_mol1   |   -154.139763   |   -154.087142   |   -154.140169
A21x12_10_water-ethene_1p3_mol2   |   -78.070402   |   -78.043508   |   -78.07055
A21x12_10_water-ethene_1p6_mol1   |   -154.138286   |   -154.085466   |   -154.138855
A21x12_11_formaldehyde-ethene_1p2_mol1   |   -191.994313   |   -191.929614   |   -191.994802
A21x12_11_formaldehyde-ethene_1p9_mol1   |   -191.993595   |   -191.928743   |   -191.994086
A21x12_12_ethyne-dimer_1p1_mol1   |   -153.711576   |   -153.657931   |   -153.710904
A21x12_12_ethyne-dimer_1p3_mol2   |   -76.855206   |   -76.828221   |   -76.854838
A21x12_13_ammonia-ethene_1p3_mol1   |   -134.295935   |   -134.249575   |   -134.297178
A21x12_14_ethene-dimer_1p1_mol1   |   -156.140705   |   -156.087115   |   -156.141056
A21x12_14_ethene-dimer_1p6_mol1   |   -156.141042   |   -156.087225   |   -156.141391
A21x12_15_methane-ethene_1p5_mol1   |   -118.287454   |   -118.243243   |   -118.287554
A21x12_16_borane-methane_0p9_mol1   |   -66.613631   |   -66.585364   |   -66.612922
A21x12_16_borane-methane_0p9_mol3   |   -26.402569   |   -26.391215   |   -26.40238
A21x12_16_borane-methane_1p0_mol1   |   -66.617553   |   -66.589293   |   -66.617245
A21x12_16_borane-methane_1p1_mol1   |   -66.618939   |   -66.590646   |   -66.618774
A21x12_16_borane-methane_1p2_mol1   |   -66.61938   |   -66.591032   |   -66.619233
A21x12_17_methane-ethane_0p9_mol3   |   -79.266521   |   -79.237277   |   -79.266574
A21x12_17_methane-ethane_1p0_mol1   |   -119.482301   |   -119.436135   |   -119.482183
A21x12_17_methane-ethane_1p2_mol1   |   -119.483368   |   -119.436951   |   -119.483385
A21x12_18_methane-ethane_0p9_mol1   |   -119.479617   |   -119.43362   |   -119.479554
A21x12_19_methane-dimer_0p9_mol1   |   -80.431189   |   -80.397103   |   -80.431007
A21x12_19_methane-dimer_1p1_mol1   |   -80.433654   |   -80.399224   |   -80.433508
A21x12_19_methane-dimer_1p7_mol1   |   -80.433863   |   -80.399268   |   -80.433705
ACHC_11_dimer_mol1   |   -857.499837   |   -857.253423   |   -857.501574
ACHC_11_dimer_mol3   |   -392.78931   |   -392.672323   |   -392.790052
ACHC_12_dimer_mol1   |   -857.500136   |   -857.253681   |   -857.501943
ACHC_13_dimer_mol2   |   -464.716002   |   -464.58452   |   -464.716734
ACHC_1_dimer_mol1   |   -857.480682   |   -857.235087   |   -857.482075
ACHC_21_dimer_mol1   |   -857.49684   |   -857.250249   |   -857.498551
ACHC_23_dimer_mol1   |   -857.497793   |   -857.250969   |   -857.49925
ACHC_52_dimer_mol1   |   -857.50104   |   -857.254245   |   -857.502553
ACHC_8_dimer_mol1   |   -857.505012   |   -857.257054   |   -857.505919
ACHC_9_dimer_mol1   |   -857.497681   |   -857.251278   |   -857.499354
AlcoholCONF_1_2_mol1   |   -115.100244   |   -115.059868   |   -115.100173
AlcoholCONF_1_2_mol2   |   -115.101881   |   -115.061684   |   -115.101917
AlcoholCONF_3_4_mol1   |   -193.211435   |   -193.147162   |   -193.211402
AlcoholCONF_3_4_mol2   |   -193.213266   |   -193.149201   |   -193.213321
AlcoholCONF_3_5_mol1   |   -193.2071   |   -193.143012   |   -193.207129
AlcoholCONF_4_13_mol1   |   -193.199378   |   -193.135273   |   -193.19941
AlcoholCONF_4_15_mol1   |   -193.20851   |   -193.144327   |   -193.208664
AlcoholCONF_4_20_mol1   |   -193.202754   |   -193.138528   |   -193.202722
AlcoholCONF_4_5_mol1   |   -193.206502   |   -193.142099   |   -193.206537
AlkAtom19_12_mol1   |   -274.519231   |   -274.43023   |   -274.519368
AlkAtom19_16_mol1   |   -274.516736   |   -274.42825   |   -274.516852
AlkIsod14_6_mol2   |   -313.571684   |   -313.470419   |   -313.571733
AlkIsomer11_2_mol1   |   -196.417785   |   -196.352767   |   -196.417964
AlkIsomer11_3_mol1   |   -196.419578   |   -196.355002   |   -196.419755
AlkIsomer11_6_mol1   |   -235.464919   |   -235.388224   |   -235.465197
AlkIsomer11_7_mol1   |   -235.466276   |   -235.389323   |   -235.466475
ANI1ccx_1001_conf3_mol2   |   -488.024176   |   -487.878364   |   -488.024025
ANI1ccx_1010_conf10_mol2   |   -569.729112   |   -569.553375   |   -569.728971
ANI1ccx_1023_conf1_mol1   |   -618.004941   |   -617.817325   |   -618.004724
ANI1ccx_1023_conf3_mol1   |   -618.000009   |   -617.813549   |   -618.001205
ANI1ccx_1023_conf7_mol2   |   -618.008698   |   -617.822211   |   -618.009291
ANI1ccx_1029_conf4_mol2   |   -529.847382   |   -529.681405   |   -529.84588
ANI1ccx_102_conf1_mol1   |   -801.239445   |   -800.992709   |   -801.239397
ANI1ccx_1034_conf2_mol1   |   -639.013559   |   -638.817943   |   -639.01411
ANI1ccx_1064_conf8_mol1   |   -524.193129   |   -524.038554   |   -524.193223
ANI1ccx_1075_conf2_mol2   |   -545.053523   |   -544.886671   |   -545.053967
ANI1ccx_1081_conf2_mol1   |   -463.494466   |   -463.362015   |   -463.49504
ANI1ccx_1088_conf1_mol1   |   -525.360659   |   -525.202041   |   -525.360387
ANI1ccx_1089_conf1_mol2   |   -600.046513   |   -599.865499   |   -600.046497
ANI1ccx_1091_conf2_mol2   |   -484.538688   |   -484.397422   |   -484.537931
ANI1ccx_1092_conf6_mol2   |   -559.462704   |   -559.297247   |   -559.462316
ANI1ccx_1093_conf5_mol1   |   -634.365627   |   -634.17573   |   -634.365456
ANI1ccx_1119_conf6_mol1   |   -601.458775   |   -601.274744   |   -601.45887
ANI1ccx_1139_conf2_mol1   |   -506.724511   |   -506.570114   |   -506.724974
ANI1ccx_1144_conf15_mol1   |   -615.558979   |   -615.380773   |   -615.560458
ANI1ccx_1154_conf1_mol1   |   -486.876116   |   -486.731088   |   -486.875701
ANI1ccx_1158_conf7_mol1   |   -595.75171   |   -595.577674   |   -595.751054
ANI1ccx_1158_conf7_mol2   |   -595.768367   |   -595.593784   |   -595.768384
ANI1ccx_1166_conf11_mol2   |   -398.935556   |   -398.813941   |   -398.935953
ANI1ccx_1168_conf155_mol2   |   -548.765144   |   -548.593904   |   -548.765382
ANI1ccx_1168_conf26_mol1   |   -548.747309   |   -548.576562   |   -548.74681
ANI1ccx_1168_conf70_mol1   |   -548.724648   |   -548.555164   |   -548.725602
ANI1ccx_1205_conf10_mol1   |   -696.774402   |   -696.560606   |   -696.774028
ANI1ccx_1205_conf26_mol2   |   -696.772238   |   -696.560693   |   -696.771811
ANI1ccx_1205_conf48_mol1   |   -696.690326   |   -696.475527   |   -696.690691
ANI1ccx_1213_conf1_mol1   |   -567.914134   |   -567.738732   |   -567.913037
ANI1ccx_1214_conf1_mol2   |   -642.846833   |   -642.649705   |   -642.84704
ANI1ccx_1214_conf2_mol1   |   -642.848017   |   -642.649607   |   -642.847297
ANI1ccx_1215_conf13_mol2   |   -717.737016   |   -717.515322   |   -717.737692
ANI1ccx_1215_conf18_mol1   |   -717.673609   |   -717.454359   |   -717.672485
