Name   |   Ref (HF/aDZ + (C/CBS - C/aDZ)) (A.U.)   |   Base (HF/aDZ) (A.U.)   |   ACP_C (A.U.)
1-2-3-4-tetrahydronaphthalene   |   -386.135436   |   -385.726069   |   -386.135038
1-2-3-4-tetrazine   |   -294.898666   |   -294.609745   |   -294.897218
1-2-3-5-oxatriazole   |   -276.835976   |   -276.569143   |   -276.838506
1-2-3-5-tetrazine   |   -294.939413   |   -294.650424   |   -294.939323
1-2-3-5-tetrazole   |   -257.052836   |   -256.797583   |   -257.054605
1-2-3-5-thiatriazolidine   |   -601.862321   |   -601.590746   |   -601.860589
1-2-3-6-tetrahydropyridine   |   -249.301943   |   -249.032291   |   -249.301946
1-2-3-dithiazolidin-4-imine   |   -982.330661   |   -982.020539   |   -982.331587
1-2-3-oxadiazole   |   -260.856206   |   -260.600581   |   -260.857506
1-2-3-oxathiazole   |   -604.547247   |   -604.282897   |   -604.548003
1-2-3-thiadiazole-23H-carbonitrile   |   -676.483362   |   -676.1497   |   -676.484323
2003-01-02   |   -278.926457   |   -278.649069   |   -278.92502
1-2-3-triazine-1-3-52H-4H-triol   |   -505.974164   |   -505.466421   |   -505.975089
2003-01-02   |   -241.049179   |   -240.805898   |   -241.049087
1-2-3-trichloropropane   |   -1495.400422   |   -1495.046221   |   -1495.399127
1-2-3-trifluorobenzene   |   -527.807295   |   -527.306029   |   -527.807821
1-2-3-trimethylbenzene   |   -348.217365   |   -347.84514   |   -348.216324
1-2-3-trioxolane   |   -302.772733   |   -302.473774   |   -302.773156
1-2-4-5-hexatetraene   |   -230.842723   |   -230.602117   |   -230.842023
1-2-4-5-tetrafluorobenzene   |   -626.75246   |   -626.164979   |   -626.753365
1-2-4-5-tetraoxane   |   -377.699227   |   -377.330351   |   -377.700067
1-2-4-5-tetrazine   |   -294.924885   |   -294.635401   |   -294.922922
1-2-4-dioxazolidine   |   -283.020807   |   -282.73452   |   -283.020408
1-2-4-oxadiazole   |   -260.893783   |   -260.637861   |   -260.895292
1-2-4-thiadiazole   |   -583.573851   |   -583.330892   |   -583.574411
2004-01-02   |   -278.956978   |   -278.679445   |   -278.955998
1-2-4-triazole-5-mercaptomethyl-3-thione   |   -1075.335436   |   -1074.93639   |   -1075.339948
1-2-4-trimethylbenzene   |   -348.220809   |   -347.848665   |   -348.220029
1-2-4-trioxolane   |   -302.866589   |   -302.566604   |   -302.86617
1-2-5-oxadiazole   |   -260.839124   |   -260.583393   |   -260.839088
1-2-5-oxathiazolidine-4-carboxylic_acid   |   -793.507993   |   -793.058711   |   -793.507735
2005-01-02   |   -241.056749   |   -240.813167   |   -241.057518
1-2-6-oxathiazine   |   -642.392874   |   -642.09315   |   -642.391547
1-2-acetylenediol   |   -226.769913   |   -226.544873   |   -226.769274
2000-01-02   |   -155.086346   |   -154.918293   |   -155.085931
1-2-butanediamine   |   -267.682517   |   -267.386097   |   -267.681639
1-2-chloroethyl-1-nitrosourea   |   -890.175666   |   -889.671804   |   -890.173377
1-2-diaminopropane   |   -228.601813   |   -228.348803   |   -228.600721
1-2-dichloro-1-1-2-2-tetrafluoroethane   |   -1393.120757   |   -1392.540087   |   -1393.11958
1-2-dichloro-1-2-dihydropyrimidine   |   -1182.072893   |   -1181.658459   |   -1182.075099
1-2-dichloro-1-cyanoethane   |   -1089.136491   |   -1088.815577   |   -1089.136205
1-2-dichlorobutane   |   -1075.495389   |   -1075.169495   |   -1075.494661
1-2-dichloroethane   |   -997.32564   |   -997.08637   |   -997.324774
1-2-dichloroethyl_hydroperoxide   |   -1147.103015   |   -1146.723386   |   -1147.102217
1-2-dichloropropane   |   -1036.410662   |   -1036.128052   |   -1036.409771
1-2-dicyano-1-2-ethenedithiol   |   -1056.938948   |   -1056.574791   |   -1056.938523
1-2-dicyano-2-hydroxylamino-ethane   |   -392.948999   |   -392.560656   |   -392.948616
1-2-dicyanofluoroethane   |   -361.918147   |   -361.571371   |   -361.918613
1-2-diethoxyethane   |   -385.521278   |   -385.109673   |   -385.521048
1-2-difluoro-3-nitrobenzene   |   -632.54046   |   -631.938219   |   -632.539654
1-2-difluoroethane   |   -277.231742   |   -276.964304   |   -277.233041
1-2-dihydro-3H-1-2-4-triazol-3-ylidenemethanone   |   -353.843668   |   -353.494529   |   -353.843398
1-2-diisocyanatoethane   |   -412.888645   |   -412.485351   |   -412.891063
1-2-dimethoxyethane   |   -307.345188   |   -307.021357   |   -307.345198
1-2-dimethylhydrazine   |   -189.469019   |   -189.260416   |   -189.469475
1-2-divinylbenzene   |   -384.906475   |   -384.506534   |   -384.906579
1-2-ethanediol   |   -229.213082   |   -228.974712   |   -229.213043
1-2-ethanediyl_dicyanate   |   -412.804798   |   -412.402465   |   -412.802249
1-2-fluoroethyl-1-nitrosourea   |   -530.129286   |   -529.611007   |   -530.12774
1-2-furylpyridin-2-one   |   -549.642046   |   -549.094392   |   -549.642442
1-2-furylpyrrole   |   -436.774482   |   -436.330919   |   -436.773897
1-2-naphthalenedione   |   -532.480566   |   -531.954662   |   -532.481065
1-2-oxazole-4-carbonitrile   |   -336.687637   |   -336.361286   |   -336.688706
1-2-pentadiene   |   -194.168692   |   -193.956814   |   -194.167975
1-2-propadiene-1-3-dione   |   -263.56139   |   -263.313067   |   -263.560458
1-2-thiazole-1-oxide   |   -642.415485   |   -642.111556   |   -642.416883
1-2-thiazole-32H-thione   |   -965.141417   |   -964.854161   |   -965.141731
1-2-thiazole-3-carbonitrile   |   -659.372861   |   -659.059408   |   -659.373161
1-2-thiazole-4-carbonitrile   |   -659.377136   |   -659.063851   |   -659.377783
1-2-thienylpyridin-4-one   |   -872.286669   |   -871.752644   |   -872.286196
1-3-2-dithiazole   |   -927.196382   |   -926.943629   |   -927.1974
1-3-2-oxathiazole   |   -604.495954   |   -604.23066   |   -604.496953
1-3-4-oxadiazole   |   -260.90598   |   -260.649489   |   -260.905792
1-3-4-thiadiazolidine-2-5-dithione   |   -1378.730063   |   -1378.373724   |   -1378.731897
2004-01-03   |   -241.073263   |   -240.830209   |   -241.072912
2005-01-03   |   -279.010569   |   -278.733002   |   -279.011954
1-3-5-trifluorobenzene   |   -527.819755   |   -527.3186   |   -527.820769
2005-01-03   |   -342.048999   |   -341.704239   |   -342.048001
2005-01-03   |   -1309.995222   |   -1309.691627   |   -1309.996742
1-3-benzodithiole-2-thione   |   -1460.464584   |   -1460.023294   |   -1460.463689
2000-01-03   |   -155.107601   |   -154.940627   |   -155.107696
1-3-butanediol   |   -307.381317   |   -307.055798   |   -307.381435
1-3-cyclohexadiene   |   -232.107665   |   -231.858514   |   -232.107727
1-3-cyclopentadiene   |   -193.021333   |   -192.814905   |   -193.021233
2000-01-03   |   -262.992153   |   -262.726379   |   -262.992702
1-3-dichlorobutane   |   -1075.497556   |   -1075.171632   |   -1075.497056
1-3-dichloronitropropane   |   -1240.093405   |   -1239.624213   |   -1240.0925
1-3-dichloropropane   |   -1036.413281   |   -1036.130242   |   -1036.412492
1-3-diethylthiourea   |   -703.198869   |   -702.81043   |   -703.199898
1-3-difluoropyrrole   |   -406.854793   |   -406.46381   |   -406.854554
1-3-dihydro-2H-benzimidazole-2-thione   |   -775.518802   |   -775.077275   |   -775.518952
1-3-dihydro-2H-imidazol-2-one   |   -300.049011   |   -299.746647   |   -300.04792
1-3-dihydro-2H-pyrrol-2-one   |   -284.018854   |   -283.729944   |   -284.019027
1-3-dimethylnaphthalene   |   -461.956572   |   -461.475152   |   -461.95545
1-3-dinitrobenzene   |   -638.35004   |   -637.73214   |   -638.348798
2000-01-03   |   -306.193466   |   -305.875586   |   -306.192914
2000-01-03   |   -227.993916   |   -227.763682   |   -227.992903
1-3-dioxolan-2-one   |   -340.917393   |   -340.581043   |   -340.918258
2000-01-03   |   -267.104996   |   -266.830653   |   -267.105054
1-3dioxolo4-5-dpyrimidine   |   -450.769643   |   -450.324303   |   -450.769167
1-3-dithiane-2-thione   |   -1347.900463   |   -1347.561393   |   -1347.901541
1-3-dithiolane-2-thione   |   -1308.826606   |   -1308.531209   |   -1308.826585
1-3-dithiole-2-thione   |   -1307.632759   |   -1307.344209   |   -1307.631306
1-3dithiolo4-5-dpyrimidine   |   -1096.074101   |   -1095.658028   |   -1096.075413
1-3-oxazolidine-2-5-dithione   |   -1040.102594   |   -1039.746964   |   -1040.10273
1-3-pentadiyne   |   -191.762315   |   -191.563258   |   -191.761667
1-3-propanediol   |   -268.294325   |   -268.012364   |   -268.29414
1-3-propanedithiol   |   -913.591287   |   -913.340359   |   -913.591296
1-3-pyridinylethanone   |   -398.920024   |   -398.517018   |   -398.920875
1-3-thiazol-2-yl_thiocyanate   |   -1056.954225   |   -1056.58363   |   -1056.953394
1-3-thiazol-5-ylacetylenethiol   |   -1040.904462   |   -1040.545589   |   -1040.905345
1-3-thiazolidine-2-thione   |   -966.348637   |   -966.053603   |   -966.348766
1-4-butanediol   |   -307.377463   |   -307.051746   |   -307.377929
1-4-butanedithiol   |   -952.67458   |   -952.380154   |   -952.674694
1-4-cyclohexadiene   |   -232.110828   |   -231.861152   |   -232.110721
1-4-diazabicyclo2-2-2octane   |   -343.462661   |   -343.092357   |   -343.46
1-4-dichlorobutane   |   -1075.495126   |   -1075.168603   |   -1075.494434
1-4-dimethylcyclohexane   |   -312.661727   |   -312.312087   |   -312.660717
1-4-dimethylnaphthalene   |   -461.954214   |   -461.472791   |   -461.952724
1-4-dimethylnorborane   |   -350.557265   |   -350.171457   |   -350.556446
1-4-dimethylpiperazine   |   -344.648364   |   -344.273037   |   -344.647118
2000-01-04   |   -306.185758   |   -305.867684   |   -306.185158
2000-01-04   |   -951.50241   |   -951.212379   |   -951.503066
1-4-naphthalenedione   |   -532.495647   |   -531.969197   |   -532.495724
1-4-pentadiene   |   -194.183782   |   -193.973106   |   -194.1842
1-4-pyridylethanone   |   -398.916963   |   -398.513979   |   -398.917292
1-5-heptadiyne   |   -269.928163   |   -269.641728   |   -269.928677
2000-01-05   |   -233.266085   |   -233.011802   |   -233.266308
1-6-dimethylnaphthalene   |   -461.958222   |   -461.476681   |   -461.95731
1-amino-1-2-dicyanoethene   |   -316.88427   |   -316.573702   |   -316.883232
1-azido-2-chloroethane   |   -701.183731   |   -700.864344   |   -701.183352
1-azido-3-chloro-2-propanol   |   -815.208448   |   -814.774739   |   -815.208794
1-butanamine   |   -212.589929   |   -212.350192   |   -212.589478
1999-12-31   |   -232.437262   |   -232.18303   |   -232.437239
1-buten-3-yne   |   -153.887226   |   -153.726468   |   -153.887571
1999-12-31   |   -156.300111   |   -156.125338   |   -156.300257
1-butoxybutane   |   -388.75782   |   -388.329747   |   -388.757961
1-butylsulfonylbutane   |   -861.234593   |   -860.673042   |   -861.235223
1999-12-31   |   -155.085849   |   -154.917114   |   -155.086184
1-carboxymethylamino-2-diazonioethenolate   |   -542.899534   |   -542.368337   |   -542.897429
1-chloro-1-1-difluoroethane   |   -736.243313   |   -735.904645   |   -736.243074
1-chloro-1-3-butadiene   |   -614.102872   |   -613.863492   |   -614.102782
1-chloro-1-cyano-2-isocyanatoethane   |   -796.917637   |   -796.514571   |   -796.91857
1-chloro-1-ethyl-3-nitrosourea   |   -890.109841   |   -889.607751   |   -890.10784
1-chloro-1-fluoroethane   |   -637.283979   |   -637.030991   |   -637.283755
1-chloro-1-fluoroethene   |   -636.072695   |   -635.827202   |   -636.072584
1-chloro-2-butene   |   -615.301647   |   -615.054846   |   -615.30177
1-chloro-2-ethoxyethane   |   -691.426743   |   -691.101346   |   -691.426506
1-chloro-2-methylbenzene   |   -729.048673   |   -728.691426   |   -729.048404
1-chloro-3-diazo-2-propanone   |   -758.954752   |   -758.586739   |   -758.953154
1-chloro-4-5-dihydro-1H-1-2-3-triazole   |   -701.152402   |   -700.83256   |   -701.152892
1-chloro-4-isothiocyanato-2-butyne   |   -1103.483918   |   -1103.103426   |   -1103.485295
1-chloroallyl_isothiocyanate   |   -1065.613892   |   -1065.271743   |   -1065.615129
1-chlorobutane   |   -616.497561   |   -616.243061   |   -616.497279
1-chloroethylsulfanyliminomethanone   |   -1102.67218   |   -1102.294413   |   -1102.674396
1-chlorohexane   |   -694.661991   |   -694.3202   |   -694.661574
1-chloronaphthalene   |   -842.781059   |   -842.314487   |   -842.780607
1-chloropentane   |   -655.579577   |   -655.281363   |   -655.579149
1-chloropropane   |   -577.414716   |   -577.203689   |   -577.41422
1-chloropyrazole   |   -683.994119   |   -683.692881   |   -683.99679
1-cyano-1-1-difluoroethane   |   -369.058838   |   -368.709082   |   -369.058636
1-cyano-1-2-difluoroethane   |   -369.047214   |   -368.697165   |   -369.047849
1-cyano-2-fluoroethene   |   -268.906097   |   -268.649527   |   -268.906543
1-cyclohexylethanone   |   -386.433757   |   -386.021709   |   -386.433777
1999-12-31   |   -466.932037   |   -466.416267   |   -466.932075
1-dichloroamino-oxy-1-methoxyethene   |   -1240.007639   |   -1239.5393   |   -1240.005865
1-difluoroaminoethanol   |   -407.136069   |   -406.743039   |   -407.134882
1-ethoxy-2-methoxyethane   |   -346.432075   |   -346.064331   |   -346.432393
1-ethoxyethoxyethane   |   -385.532755   |   -385.121684   |   -385.532816
1-ethoxypropane   |   -271.510916   |   -271.213702   |   -271.510894
1-ethyl-1H-imidazole   |   -303.239451   |   -302.921735   |   -303.240337
1-ethyl-2-methylbenzene   |   -348.217078   |   -347.845154   |   -348.216943
1-ethyl-4-methylbenzene   |   -348.219739   |   -347.847541   |   -348.219734
1-ethylnaphthalene   |   -461.951543   |   -461.470259   |   -461.950863
1-ethylsulfanyl-2-methylsulfanyl-ethane   |   -991.750224   |   -991.409659   |   -991.749781
1-ethylsulfinylpropane   |   -669.057815   |   -668.700985   |   -669.056831
1-ethylsulfonylpropane   |   -743.987886   |   -743.556783   |   -743.988379
1H-1-2-4-triazole   |   -241.084274   |   -240.841011   |   -241.08552
1-H-1-2--bipyrrole   |   -416.942008   |   -416.512723   |   -416.942112
1H-3H-7H-xanthine   |   -559.881012   |   -559.33061   |   -559.880779
1H-3H-8H-alloxanthine   |   -559.857872   |   -559.307668   |   -559.858402
1H-3H-9H-alloxanthine   |   -559.85204   |   -559.30196   |   -559.852343
1H-3H-9H-xanthine   |   -559.866609   |   -559.316349   |   -559.866394
1H-7H-hypoxanthine   |   -484.898071   |   -484.418806   |   -484.899704
1H-8H-allopurinol   |   -484.870521   |   -484.391493   |   -484.872888
1H-9H-allopurinol   |   -484.878039   |   -484.398988   |   -484.880126
1H-9H-hypoxanthine   |   -484.896849   |   -484.417694   |   -484.898533
1H-benzimidazole   |   -377.907179   |   -377.522182   |   -377.907465
1-heptanamine   |   -329.837059   |   -329.466427   |   -329.836457
1999-12-31   |   -349.684598   |   -349.299526   |   -349.684525
1999-12-31   |   -273.547651   |   -273.241961   |   -273.547639
1999-12-31   |   -272.333629   |   -272.033974   |   -272.333661
1-hexanamine   |   -290.754656   |   -290.427622   |   -290.754065
1999-12-31   |   -310.602192   |   -310.260714   |   -310.602122
1999-12-31   |   -234.465239   |   -234.203139   |   -234.465241
1999-12-31   |   -233.251222   |   -232.995145   |   -233.251255
1H-imidazole   |   -225.079351   |   -224.848157   |   -225.079424
1H-indene   |   -345.859621   |   -345.499926   |   -345.859387
1H-indole   |   -361.884209   |   -361.511246   |   -361.883922
1H-pyrazin-2-one   |   -337.933829   |   -337.597269   |   -337.93338
1H-pyrazole   |   -225.058317   |   -224.826829   |   -225.058766
1H-pyrazole-1-OS-thioperoxol   |   -697.487423   |   -697.13097   |   -697.489234
1H-pyrimidin-4-one   |   -337.93929   |   -337.602888   |   -337.940198
1H-pyrrol-3-ylhydrazine   |   -319.206263   |   -318.873176   |   -319.206803
1H-pyrrole-3-carboxamide   |   -377.040844   |   -376.658631   |   -377.040611
1H-tetrazol-5-amine   |   -312.158803   |   -311.846264   |   -312.1596
1H-tetrazole   |   -257.050101   |   -256.795226   |   -257.051048
1-hydroperoxy-N-nitrosodimethylamine   |   -412.980512   |   -412.570771   |   -412.977941
1-hydroxy-1-3-dibutyne   |   -227.601458   |   -227.374602   |   -227.600253
1-hydroxy-1H-imidazole-2-carbonitrile   |   -391.77038   |   -391.386119   |   -391.770555
1-hydroxy-3-4-dihydroquinolin-2-one   |   -550.822886   |   -550.266324   |   -550.822296
1-hydroxyguanidine   |   -279.260749   |   -278.974879   |   -279.261272
1-isocyanato-1-1-2-ethanetriol   |   -470.95373   |   -470.49027   |   -470.955536
1-isocyanato-1-2-2-ethanetriol   |   -470.952503   |   -470.489092   |   -470.953584
1-isocyanato-2-isothiocyanatoethane   |   -735.518265   |   -735.128875   |   -735.519624
1-isopropyl-4-methylbenzene   |   -387.300206   |   -386.885232   |   -387.300117
1-methoxybut-2-yne   |   -269.095107   |   -268.811718   |   -269.095666
1-methoxybutane   |   -271.505293   |   -271.208334   |   -271.505397
1-methoxyethanimine   |   -247.270101   |   -247.011641   |   -247.270148
1-methoxypropane   |   -232.42295   |   -232.169614   |   -232.423061
1-methyl-1H-imidazole   |   -264.154488   |   -263.880327   |   -264.155187
1-methyl-1H-pyrrole   |   -248.131953   |   -247.869754   |   -248.132092
1-methyl-1H-tetrazole   |   -296.129765   |   -295.831914   |   -296.131603
1-methyl-2-nitro-benzene   |   -473.742612   |   -473.269371   |   -473.741484
1-methyl-3-nitro-benzene   |   -473.747929   |   -473.274373   |   -473.747273
1-methyl-4-methylsulfonylbenzene   |   -856.538076   |   -856.004704   |   -856.53848
1-methyl-4-vinylsulfonylbenzene   |   -894.415715   |   -893.846914   |   -894.415671
1-methylcyclohexene   |   -272.387615   |   -272.087956   |   -272.387381
1-methylcyclohexylhydroperoxide   |   -423.360355   |   -422.913896   |   -423.359931
1-methylcyclopentene   |   -233.299948   |   -233.043309   |   -233.300033
1-methylcyclopropene   |   -155.054428   |   -154.884777   |   -155.054541
1-methylethyl_hydroperoxide   |   -268.197781   |   -267.917808   |   -268.19714
1-methylnaphthalene   |   -422.872098   |   -422.433734   |   -422.871016
1-methylpiperazine   |   -305.574013   |   -305.241424   |   -305.572756
1-methylpiperidine   |   -289.565659   |   -289.246088   |   -289.563596
1-methylsulfanylethanimine   |   -569.915766   |   -569.671106   |   -569.915854
1-methylsulfanylethanone   |   -589.781823   |   -589.523409   |   -589.782164
1-methylsulfonylbutane   |   -743.98666   |   -743.555391   |   -743.987648
1-methylsulfonylpropane   |   -704.904025   |   -704.516279   |   -704.905036
1-methylthiobutane   |   -594.16533   |   -593.882063   |   -594.165186
1-nitrobutane   |   -361.195985   |   -360.825418   |   -361.194825
1-nitropentane   |   -400.2785   |   -399.864324   |   -400.277297
1-nitropropan-2-ylnitrite   |   -525.805268   |   -525.292769   |   -525.803495
1-nitropropane   |   -322.113329   |   -321.786404   |   -322.112295
1-nitropyrrole-3-carbonitrile   |   -504.537571   |   -504.049464   |   -504.537028
1-nitroso-2-imidazolidinethione   |   -752.630792   |   -752.220065   |   -752.630189
1-nitrosopyrazolidin-3-one   |   -429.956867   |   -429.531122   |   -429.95658
1999-12-31   |   -388.766988   |   -388.338332   |   -388.766915
1-pentanethiol   |   -594.169005   |   -593.886844   |   -594.168914
1999-12-31   |   -271.519775   |   -271.221897   |   -271.519719
1999-12-31   |   -195.382778   |   -195.164308   |   -195.382842
1-phenylethanimine   |   -363.050291   |   -362.672685   |   -363.049684
1-propanamine   |   -173.507382   |   -173.311276   |   -173.506974
1-propanethiol   |   -516.00476   |   -515.809746   |   -516.004693
1999-12-31   |   -193.354876   |   -193.144335   |   -193.354867
1-propoxypropane   |   -310.593255   |   -310.252359   |   -310.59335
1-propylsulfanylpropane   |   -633.248566   |   -632.921506   |   -633.248172
1-propylsulfonylpropane   |   -783.061842   |   -782.587533   |   -783.062171
1-propyn-1-yl_thiocyanate   |   -605.395755   |   -605.131972   |   -605.396101
1-p-tolylethanone   |   -421.996678   |   -421.561895   |   -421.996596
1-pyrazin-2-ylethanone   |   -414.924426   |   -414.509193   |   -414.924356
1-pyrrolidin-1-ylethanone   |   -363.369789   |   -362.987321   |   -363.368981
1R-1-2-2-trifluoroethoxybenzene   |   -680.934039   |   -680.275738   |   -680.933882
1R-2S-1-2-dimethylcyclohexane   |   -312.65525   |   -312.305797   |   -312.654284
1-sulfanyl-5-6-dihydro-1-3-5-triazine-21H-thione   |   -1075.314245   |   -1074.917027   |   -1075.316136
1-thiazolidine-1-oxide   |   -644.808946   |   -644.489078   |   -644.809383
1-vinylsulfonylethylene   |   -702.493068   |   -702.121164   |   -702.493593
1Z-2-chloroethanimidoylmalononitrile   |   -814.939628   |   -814.516237   |   -814.940474
2-1H-1-2-4-triazol-3-yl-ethenone   |   -391.82269   |   -391.437762   |   -391.823408
2-1H-pyridinone   |   -321.935556   |   -321.610875   |   -321.936392
2-1H-pyrrol-2-yl-1H-pyrrole   |   -416.957933   |   -416.528014   |   -416.957897
2-2-2-trifluoroethanol   |   -451.15426   |   -450.729328   |   -451.154343
2-2-3-3-tetrachlorobutane   |   -1993.459611   |   -1992.99314   |   -1993.460011
2-2-3-3-tetrafluorobutane   |   -553.334972   |   -552.808131   |   -553.334638
2-2-4-trimethylpentane   |   -313.815617   |   -313.460817   |   -313.815212
2-2-5-trimethylhexane   |   -352.900905   |   -352.502448   |   -352.900205
2-2--bifuran   |   -456.620959   |   -456.162592   |   -456.620787
2-2-dichloroethanimidamide   |   -1106.329176   |   -1105.984959   |   -1106.329033
2-2-dichloropropane   |   -1036.40873   |   -1036.127207   |   -1036.408663
2-2-dicyanoacetamide   |   -391.851493   |   -391.471712   |   -391.851912
2-2-dicyanoethanedithioicacid   |   -1056.935841   |   -1056.571876   |   -1056.936467
2-2-difluoro-1-3-dithiolane   |   -1110.316254   |   -1109.898767   |   -1110.317576
2-2-difluoro-2-isocyanatoethane   |   -444.035188   |   -443.614037   |   -444.036666
2-2-dimethyl-1-propanethiol   |   -594.164986   |   -593.884074   |   -594.164459
2-2-dimethylbutane   |   -235.658395   |   -235.389758   |   -235.657813
2-2-dimethylpropane   |   -196.580312   |   -196.355002   |   -196.579812
2-2--disulfanediyldiacetonitrile   |   -1058.14928   |   -1057.772234   |   -1058.150799
2-2-furylcyclopropyl-3H-imidazole   |   -568.850544   |   -568.270707   |   -568.850439
2-2--iminodiacetylenol   |   -357.600026   |   -357.243937   |   -357.600556
2-2--methyliminodiacetylenol   |   -396.672118   |   -396.273651   |   -396.672706
2-2-nitrosoamino-3-sulfanylpropanoic_acid   |   -848.603089   |   -848.101209   |   -848.602276
2-2--oxodiethenone   |   -377.513347   |   -377.151815   |   -377.51249
2-2-oxoethylideneaminooxyethenone   |   -432.590888   |   -432.17433   |   -432.591054
2-3-2--3--dipyrrolopyrrole   |   -470.844242   |   -470.361957   |   -470.840728
2-3-3-trifluoropropene   |   -414.074599   |   -413.68507   |   -414.074728
2-3-4-trimethylpentane   |   -313.814289   |   -313.459219   |   -313.813325
2-3-5-6-tetrachlorobenzene-1-4-diol   |   -2216.807279   |   -2216.135468   |   -2216.80643
2-3-6-7-tetraazanaphthalene   |   -447.743365   |   -447.301186   |   -447.740771
2-3-butanedione   |   -305.038096   |   -304.730877   |   -305.038194
2-3-diamino-1-3-butadiene-1-4-dione   |   -412.802617   |   -412.397843   |   -412.801047
2-3-diazabutadiene   |   -187.104415   |   -186.914252   |   -187.10569
2-3-dichloro-1-3-cyclohexadien-5-yne   |   -1147.62543   |   -1147.245915   |   -1147.624412
2-3-dihydro-1-2-3-thiadiazole   |   -584.684007   |   -584.431979   |   -584.684726
2-3-dihydro-1-2-thiazole-1-oxide   |   -643.606314   |   -643.293755   |   -643.606826
2-3-dihydro-1-3-4-thiadiazole-2-thiol   |   -982.302009   |   -981.995434   |   -982.303173
2-3-dihydro-1-3-oxazole   |   -244.758639   |   -244.517441   |   -244.755223
