Name   |   Ref (MP2/CBS) (A.U.)   |   Base (MP2/aDZ) (A.U.)   |   ACP_Comp (A.U.)
37Conf8_N_iprit_5_mol1   |   -1669.373652   |   -1668.69236   |   -1669.371572
37Conf8_N_iprit_6_mol1   |   -1669.371805   |   -1668.690767   |   -1669.37046
37Conf8_N_iprit_7_mol1   |   -1669.372749   |   -1668.691765   |   -1669.369771
37Conf8_N_iprit_8_mol1   |   -1669.366018   |   -1668.685011   |   -1669.362879
37Conf8_Pantoprazole_2_mol1   |   -1679.681669   |   -1677.936651   |   -1679.681445
37Conf8_Pantoprazole_2_mol2   |   -1679.687704   |   -1677.943084   |   -1679.686705
37Conf8_Pantoprazole_3_mol1   |   -1679.68682   |   -1677.94594   |   -1679.686872
37Conf8_Pantoprazole_4_mol1   |   -1679.680459   |   -1677.936538   |   -1679.67952
37Conf8_Pantoprazole_5_mol1   |   -1679.688393   |   -1677.9536   |   -1679.688775
37Conf8_Pantoprazole_6_mol1   |   -1679.674285   |   -1677.930466   |   -1679.674056
37Conf8_Pantoprazole_7_mol1   |   -1679.678562   |   -1677.938791   |   -1679.678498
37Conf8_Pantoprazole_8_mol1   |   -1679.669056   |   -1677.926503   |   -1679.668616
37Conf8_Propranolol_3_mol1   |   -826.297463   |   -825.201943   |   -826.297055
37Conf8_Propranolol_8_mol2   |   -826.301095   |   -825.208035   |   -826.300531
37Conf8_Pyridoxalphosphate_2_mol1   |   -1157.080413   |   -1155.914284   |   -1157.079377
37Conf8_Pyridoxalphosphate_2_mol2   |   -1157.083477   |   -1155.917767   |   -1157.083984
37Conf8_Pyridoxalphosphate_3_mol1   |   -1157.07903   |   -1155.913351   |   -1157.07819
37Conf8_Pyridoxalphosphate_5_mol1   |   -1157.074396   |   -1155.909123   |   -1157.074281
37Conf8_Pyridoxalphosphate_7_mol1   |   -1157.0678   |   -1155.902554   |   -1157.06838
37Conf8_Pyridoxalphosphate_8_mol1   |   -1157.066885   |   -1155.902085   |   -1157.066958
37Conf8_RAMBO_2_mol1   |   -537.657561   |   -536.93113   |   -537.655552
37Conf8_RAMBO_2_mol2   |   -537.666269   |   -536.939348   |   -537.66529
37Conf8_RAMBO_6_mol1   |   -537.655141   |   -536.929216   |   -537.654127
37Conf8_RH34_6_mol2   |   -1085.779574   |   -1084.370567   |   -1085.778649
37Conf8_Rolipram_2_mol2   |   -901.463381   |   -900.277195   |   -901.462816
37Conf8_shiepox_depox_3_mol1   |   -918.259546   |   -917.063134   |   -918.261039
37Conf8_shiepox_depox_3_mol2   |   -918.262367   |   -917.065819   |   -918.263859
37Conf8_shiepox_depox_6_mol1   |   -918.254677   |   -917.057217   |   -918.256018
37Conf8_shiepox_depox_7_mol1   |   -918.253847   |   -917.056876   |   -918.25545
37Conf8_shiepox_depox_8_mol1   |   -918.251437   |   -917.054798   |   -918.253311
37Conf8_Takemoto_1_mol1   |   -1819.895147   |   -1817.985849   |   -1819.894268
37Conf8_Triacetin_2_mol1   |   -801.792382   |   -800.743561   |   -801.793095
37Conf8_Triacetin_6_mol1   |   -801.779705   |   -800.7305   |   -801.781039
37Conf8_Triacetin_8_mol1   |   -801.771098   |   -800.722647   |   -801.771938
37Conf8_Tsogoeva_2_mol2   |   -987.979876   |   -986.688261   |   -987.978417
37Conf8_Tsogoeva_6_mol1   |   -987.969384   |   -986.678098   |   -987.968782
37Conf8_Tsogoeva_7_mol1   |   -987.96753   |   -986.675033   |   -987.966667
37Conf8_Tsogoeva_8_mol1   |   -987.96441   |   -986.671836   |   -987.962394
37Conf8_VX_2_mol1   |   -1377.822683   |   -1376.767398   |   -1377.825996
37Conf8_VX_3_mol2   |   -1377.825741   |   -1376.770585   |   -1377.829892
37Conf8_VX_5_mol1   |   -1377.822274   |   -1376.766623   |   -1377.825169
37Conf8_VX_6_mol1   |   -1377.819789   |   -1376.765407   |   -1377.822768
37Conf8_VX_8_mol1   |   -1377.817487   |   -1376.76307   |   -1377.820146
37Conf8_XylitolPentanit_3_mol2   |   -1594.593281   |   -1592.60516   |   -1594.590124
37Conf8_XylitolPentanit_7_mol1   |   -1594.57986   |   -1592.593621   |   -1594.574925
37Conf8_XylitolPentanit_8_mol1   |   -1594.577475   |   -1592.589846   |   -1594.572715
3B-69_01a_water_dimerAB_mol1   |   -152.729546   |   -152.521101   |   -152.729688
3B-69_01a_water_dimerAC_mol1   |   -152.735235   |   -152.526696   |   -152.735144
3B-69_01a_water_dimerAC_mol2   |   -76.363705   |   -76.25944   |   -76.363769
3B-69_01a_water_dimerBC_mol3   |   -76.364009   |   -76.259737   |   -76.364045
3B-69_01b_water_dimerAB_mol1   |   -152.734807   |   -152.526336   |   -152.734724
3B-69_01c_water_dimerBC_mol3   |   -76.365358   |   -76.260613   |   -76.365364
3B-69_01c_water_trimer_mol1   |   -229.122247   |   -228.80805   |   -229.122153
3B-69_02a_formaldehyde_dimerAB_mol1   |   -228.739898   |   -228.440372   |   -228.742132
3B-69_02a_formaldehyde_dimerAC_mol1   |   -228.736988   |   -228.437188   |   -228.739517
3B-69_02b_formaldehyde_dimerAC_mol1   |   -228.737792   |   -228.438397   |   -228.739357
3B-69_03a_methanol_ethyne_dimerAC_mol1   |   -231.173533   |   -230.849998   |   -231.173064
3B-69_03a_methanol_ethyne_dimerAC_mol2   |   -115.582785   |   -115.420965   |   -115.582925
3B-69_03a_methanol_ethyne_trimer_mol1   |   -346.768194   |   -346.283455   |   -346.767362
3B-69_03c_methanol_ethyne_dimerBC_mol1   |   -192.781813   |   -192.512371   |   -192.781098
3B-69_04b_acetonitrile_dimerAC_mol1   |   -265.115726   |   -264.76505   |   -265.116306
3B-69_04c_acetonitrile_trimer_mol1   |   -397.678057   |   -397.15287   |   -397.678808
3B-69_05a_nitromethane_trimer_mol1   |   -734.272101   |   -733.326665   |   -734.268062
3B-69_05c_nitromethane_dimerAB_mol1   |   -489.511797   |   -488.880384   |   -489.509661
3B-69_05c_nitromethane_dimerAC_mol1   |   -489.506215   |   -488.8734   |   -489.504026
3B-69_06a_acetic_acid_dimerAB_mol1   |   -457.64883   |   -457.042387   |   -457.648957
3B-69_06a_acetic_acid_dimerAC_mol3   |   -228.824188   |   -228.520651   |   -228.824468
3B-69_06b_acetic_acid_dimerBC_mol1   |   -457.665143   |   -457.058719   |   -457.665208
3B-69_06c_acetic_acid_dimerAC_mol1   |   -457.652107   |   -457.046334   |   -457.651796
3B-69_06c_acetic_acid_trimer_mol1   |   -686.496048   |   -685.58943   |   -686.494998
3B-69_07a_oxalic_acid_dimerAB_mol1   |   -755.910275   |   -754.947336   |   -755.90863
3B-69_07a_oxalic_acid_dimerAC_mol2   |   -377.952263   |   -377.469526   |   -377.952517
3B-69_07a_oxalic_acid_dimerBC_mol1   |   -755.905489   |   -754.940807   |   -755.904927
3B-69_07b_oxalic_acid_dimerAB_mol3   |   -377.951801   |   -377.468653   |   -377.952086
3B-69_07b_oxalic_acid_dimerBC_mol1   |   -755.917522   |   -754.952772   |   -755.917134
3B-69_07b_oxalic_acid_trimer_mol1   |   -1133.88669   |   -1132.440582   |   -1133.885162
3B-69_07c_oxalic_acid_trimer_mol1   |   -1133.88585   |   -1132.440105   |   -1133.884097
3B-69_08a_vinylene_carbonate_dimerAB_mol1   |   -681.588616   |   -680.711242   |   -681.58837
3B-69_08a_vinylene_carbonate_dimerAB_mol2   |   -340.790684   |   -340.351222   |   -340.791036
3B-69_08b_vinylene_carbonate_dimerBC_mol1   |   -681.583479   |   -680.705827   |   -681.583636
3B-69_08c_vinylene_carbonate_trimer_mol1   |   -1022.394412   |   -1021.0803   |   -1022.392788
3B-69_09a_acetamide_dimerAC_mol1   |   -417.909057   |   -417.34769   |   -417.90917
3B-69_09a_acetamide_dimerAC_mol2   |   -208.948144   |   -208.666784   |   -208.948256
3B-69_09a_acetamide_dimerBC_mol1   |   -417.911188   |   -417.349692   |   -417.911112
3B-69_09c_acetamide_dimerAB_mol1   |   -417.89724   |   -417.334627   |   -417.897441
3B-69_09c_acetamide_trimer_mol1   |   -626.872272   |   -626.031062   |   -626.872445
3B-69_10a_imidazole_dimerAB_mol2   |   -225.894834   |   -225.597218   |   -225.894273
3B-69_10a_imidazole_trimer_mol1   |   -677.713808   |   -676.82654   |   -677.712852
3B-69_10c_imidazole_dimerAB_mol1   |   -451.790649   |   -451.195486   |   -451.789574
3B-69_10c_imidazole_dimerAC_mol1   |   -451.806729   |   -451.212983   |   -451.80673
3B-69_11a_isoxazole_dimerAB_mol2   |   -320.876435   |   -320.4619   |   -320.875818
3B-69_11b_isoxazole_dimerAC_mol1   |   -641.754053   |   -640.926247   |   -641.751935
3B-69_12a_pyrazole_dimerAB_mol1   |   -451.770744   |   -451.176875   |   -451.769903
3B-69_12a_pyrazole_dimerAB_mol3   |   -225.879012   |   -225.581287   |   -225.87815
3B-69_12a_pyrazole_dimerAC_mol1   |   -451.77275   |   -451.178891   |   -451.771934
3B-69_12a_pyrazole_dimerBC_mol1   |   -451.762747   |   -451.170197   |   -451.761955
3B-69_12b_pyrazole_dimerAC_mol1   |   -451.759976   |   -451.166459   |   -451.75752
3B-69_13a_triazine_dimerAB_mol1   |   -559.955456   |   -559.246463   |   -559.958104
3B-69_13a_triazine_dimerAB_mol2   |   -279.974072   |   -279.618119   |   -279.97489
3B-69_13a_triazine_dimerBC_mol1   |   -559.948271   |   -559.236493   |   -559.94949
3B-69_13a_triazine_trimer_mol1   |   -839.936939   |   -838.875518   |   -839.941366
3B-69_13b_triazine_trimer_mol1   |   -839.93364   |   -838.869809   |   -839.935282
3B-69_13c_triazine_dimerAC_mol1   |   -559.953642   |   -559.243352   |   -559.955161
3B-69_14a_cyanoacetamide_dimerAC_mol3   |   -301.065479   |   -300.676609   |   -301.065758
3B-69_14a_cyanoacetamide_dimerBC_mol1   |   -602.147221   |   -601.371594   |   -602.147035
3B-69_14a_cyanoacetamide_trimer_mol1   |   -903.215595   |   -902.05583   |   -903.214687
3B-69_14b_cyanoacetamide_dimerAB_mol1   |   -602.132394   |   -601.357467   |   -602.132078
3B-69_14b_cyanoacetamide_dimerAC_mol1   |   -602.142135   |   -601.366152   |   -602.142017
3B-69_14b_cyanoacetamide_trimer_mol1   |   -903.235647   |   -902.074597   |   -903.234836
3B-69_15a_cyanoguanidine_dimerAB_mol2   |   -297.23393   |   -296.846246   |   -297.23234
3B-69_15a_cyanoguanidine_trimer_mol1   |   -891.760483   |   -890.602228   |   -891.75788
3B-69_15b_cyanoguanidine_dimerAC_mol1   |   -594.479666   |   -593.706537   |   -594.476497
3B-69_15b_cyanoguanidine_dimerBC_mol1   |   -594.463744   |   -593.690243   |   -594.460304
3B-69_15c_cyanoguanidine_dimerAB_mol1   |   -594.470041   |   -593.696222   |   -594.466388
3B-69_16a_triazolidinedione_dimerAB_mol3   |   -392.285106   |   -391.780138   |   -392.284974
3B-69_16a_triazolidinedione_dimerAC_mol1   |   -784.570183   |   -783.560586   |   -784.569375
3B-69_16a_triazolidinedione_dimerBC_mol1   |   -784.575211   |   -783.570668   |   -784.574688
3B-69_16b_triazolidinedione_dimerAB_mol1   |   -784.579491   |   -783.571181   |   -784.578422
3B-69_16b_triazolidinedione_dimerAC_mol1   |   -784.596787   |   -783.588686   |   -784.595837
3B-69_16b_triazolidinedione_dimerBC_mol1   |   -784.580938   |   -783.572108   |   -784.579988
3B-69_17a_oxazolidinone_dimerBC_mol1   |   -644.303043   |   -643.45603   |   -644.30153
3B-69_17b_oxazolidinone_dimerAB_mol1   |   -644.303464   |   -643.456097   |   -644.303441
3B-69_17b_oxazolidinone_trimer_mol1   |   -966.470871   |   -965.205011   |   -966.469901
3B-69_17c_oxazolidinone_dimerAC_mol1   |   -644.310994   |   -643.466332   |   -644.310105
3B-69_17c_oxazolidinone_dimerBC_mol1   |   -644.296562   |   -643.44811   |   -644.296035
3B-69_18a_succinic_anhydride_dimerAC_mol1   |   -760.163089   |   -759.184653   |   -760.163029
3B-69_18a_succinic_anhydride_dimerBC_mol3   |   -380.076939   |   -379.586397   |   -380.077778
3B-69_18b_succinic_anhydride_dimerBC_mol1   |   -760.153554   |   -759.172493   |   -760.154998
3B-69_19a_benzene_dimerAB_mol1   |   -463.703563   |   -463.081287   |   -463.70253
3B-69_19a_benzene_dimerAC_mol3   |   -231.850425   |   -231.538027   |   -231.849709
3B-69_19a_benzene_trimer_mol1   |   -695.562956   |   -694.635016   |   -695.562054
3B-69_19c_benzene_dimerAB_mol1   |   -463.701924   |   -463.077902   |   -463.700549
3B-69_20a_maleic_acid_dimerAC_mol2   |   -455.227295   |   -454.641641   |   -455.227247
3B-69_20b_maleic_acid_dimerAB_mol1   |   -910.473227   |   -909.302896   |   -910.472585
3B-69_20c_maleic_acid_dimerAB_mol1   |   -910.459007   |   -909.293376   |   -910.457242
3B-69_20c_maleic_acid_trimer_mol1   |   -1365.68978   |   -1363.944845   |   -1365.686021
3B-69_21a_p-benzoquinone_dimerAB_mol2   |   -380.934449   |   -380.447927   |   -380.934296
3B-69_21a_p-benzoquinone_trimer_mol1   |   -1142.825473   |   -1141.376354   |   -1142.823084
3B-69_21b_p-benzoquinone_trimer_mol1   |   -1142.818868   |   -1141.365231   |   -1142.818102
3B-69_23a_cyclobutylfuran_dimerAB_mol1   |   -613.849975   |   -613.035869   |   -613.847934
3B-69_23a_cyclobutylfuran_dimerAB_mol2   |   -306.922923   |   -306.514522   |   -306.922038
3B-69_23a_cyclobutylfuran_dimerAC_mol1   |   -613.851772   |   -613.039228   |   -613.849683
3B-69_23a_cyclobutylfuran_trimer_mol1   |   -920.784793   |   -919.571074   |   -920.781268
3B-69_23b_cyclobutylfuran_dimerBC_mol1   |   -613.849986   |   -613.036342   |   -613.847624
A21x12_01_water-ammonia_1p3_mol1   |   -132.859386   |   -132.671295   |   -132.858906
A21x12_01_water-ammonia_1p5_mol2   |   -76.365696   |   -76.260789   |   -76.365661
A21x12_01_water-ammonia_1p6_mol3   |   -56.488389   |   -56.404736   |   -56.487736
A21x12_01_water-ammonia_1p7_mol1   |   -132.855831   |   -132.667364   |   -132.85519
A21x12_01_water-ammonia_2p0_mol1   |   -132.854985   |   -132.666474   |   -132.854328
A21x12_02_water-dimer_1p3_mol1   |   -152.735654   |   -152.525947   |   -152.735714
A21x12_02_water-dimer_1p4_mol1   |   -152.73466   |   -152.524854   |   -152.734707
A21x12_02_water-dimer_1p6_mol1   |   -152.733438   |   -152.52351   |   -152.733448
A21x12_03_HCN-dimer_0p9_mol1   |   -186.603683   |   -186.368921   |   -186.603041
A21x12_03_HCN-dimer_0p9_mol2   |   -93.300047   |   -93.182137   |   -93.299705
A21x12_03_HCN-dimer_1p1_mol3   |   -93.300043   |   -93.182417   |   -93.299701
A21x12_03_HCN-dimer_1p2_mol1   |   -186.604686   |   -186.36973   |   -186.604123
A21x12_03_HCN-dimer_1p4_mol1   |   -186.60254   |   -186.367242   |   -186.601863
A21x12_03_HCN-dimer_1p5_mol1   |   -186.601972   |   -186.366606   |   -186.601293
A21x12_03_HCN-dimer_1p9_mol1   |   -186.600902   |   -186.365435   |   -186.600245
A21x12_05_ammonia-dimer_0p9_mol1   |   -112.980167   |   -112.812933   |   -112.979923
A21x12_05_ammonia-dimer_1p0_mol1   |   -112.981844   |   -112.814887   |   -112.980884
A21x12_05_ammonia-dimer_1p5_mol1   |   -112.978006   |   -112.810861   |   -112.976671
A21x12_05_ammonia-dimer_1p9_mol1   |   -112.977196   |   -112.809964   |   -112.975826
A21x12_06_HF-methane_1p2_mol2   |   -40.435318   |   -40.367412   |   -40.434735
A21x12_07_ammonia-methane_1p2_mol1   |   -96.924402   |   -96.773071   |   -96.923356
A21x12_08_water-methane_1p8_mol1   |   -116.801313   |   -116.628308   |   -116.800695
A21x12_09_formaldehyde-dimer_0p9_mol3   |   -114.368319   |   -114.218436   |   -114.369593
A21x12_09_formaldehyde-dimer_1p1_mol1   |   -228.743126   |   -228.443817   |   -228.744804
A21x12_09_formaldehyde-dimer_1p3_mol1   |   -228.740516   |   -228.441084   |   -228.742828
A21x12_09_formaldehyde-dimer_1p7_mol1   |   -228.738062   |   -228.438387   |   -228.740577
A21x12_10_water-ethene_0p9_mol1   |   -154.811112   |   -154.592976   |   -154.81177
A21x12_10_water-ethene_1p1_mol1   |   -154.811544   |   -154.593568   |   -154.811927
A21x12_10_water-ethene_1p3_mol2   |   -78.441993   |   -78.32839   |   -78.442069
A21x12_10_water-ethene_1p6_mol1   |   -154.808546   |   -154.590042   |   -154.808686
A21x12_11_formaldehyde-ethene_1p2_mol1   |   -192.811955   |   -192.54874   |   -192.813209
A21x12_11_formaldehyde-ethene_1p9_mol1   |   -192.810506   |   -192.546947   |   -192.811837
A21x12_12_ethyne-dimer_1p1_mol1   |   -154.400468   |   -154.18645   |   -154.399427
A21x12_12_ethyne-dimer_1p3_mol2   |   -77.199208   |   -77.091786   |   -77.198516
A21x12_13_ammonia-ethene_1p3_mol1   |   -134.931345   |   -134.734299   |   -134.930934
A21x12_14_ethene-dimer_1p1_mol1   |   -156.885675   |   -156.659103   |   -156.886049
A21x12_14_ethene-dimer_1p6_mol1   |   -156.884267   |   -156.657041   |   -156.884527
A21x12_15_methane-ethene_1p5_mol1   |   -118.877537   |   -118.695979   |   -118.877156
A21x12_16_borane-methane_0p9_mol1   |   -66.964888   |   -66.855343   |   -66.964223
A21x12_16_borane-methane_0p9_mol3   |   -26.528066   |   -26.486474   |   -26.528601
A21x12_16_borane-methane_1p0_mol1   |   -66.965703   |   -66.856643   |   -66.965076
A21x12_16_borane-methane_1p1_mol1   |   -66.965333   |   -66.856438   |   -66.964867
A21x12_16_borane-methane_1p2_mol1   |   -66.964784   |   -66.855885   |   -66.964504
A21x12_17_methane-ethane_0p9_mol3   |   -79.674822   |   -79.550627   |   -79.674849
A21x12_17_methane-ethane_1p0_mol1   |   -120.111497   |   -119.920286   |   -120.11075
A21x12_17_methane-ethane_1p2_mol1   |   -120.110913   |   -119.919265   |   -120.11039
A21x12_18_methane-ethane_0p9_mol1   |   -120.110003   |   -119.918897   |   -120.109111
A21x12_19_methane-dimer_0p9_mol1   |   -80.870995   |   -80.735891   |   -80.869586
A21x12_19_methane-dimer_1p1_mol1   |   -80.871451   |   -80.736011   |   -80.87021
A21x12_19_methane-dimer_1p7_mol1   |   -80.870855   |   -80.735005   |   -80.869739
ACHC_11_dimer_mol1   |   -861.122989   |   -860.024555   |   -861.122058
ACHC_11_dimer_mol3   |   -394.417758   |   -393.90793   |   -394.417544
ACHC_12_dimer_mol1   |   -861.123517   |   -860.025011   |   -861.122551
ACHC_13_dimer_mol2   |   -466.690314   |   -466.094114   |   -466.688484
ACHC_1_dimer_mol1   |   -861.120877   |   -860.025419   |   -861.119598
ACHC_21_dimer_mol1   |   -861.119664   |   -860.020831   |   -861.118945
ACHC_23_dimer_mol1   |   -861.118462   |   -860.018853   |   -861.11741
ACHC_52_dimer_mol1   |   -861.119626   |   -860.019965   |   -861.118781
ACHC_8_dimer_mol1   |   -861.110555   |   -860.006394   |   -861.106784
ACHC_9_dimer_mol1   |   -861.121392   |   -860.02302   |   -861.120812
AlcoholCONF_1_2_mol1   |   -115.582419   |   -115.419492   |   -115.58245
AlcoholCONF_1_2_mol2   |   -115.584071   |   -115.421322   |   -115.584169
AlcoholCONF_3_4_mol1   |   -194.079037   |   -193.803994   |   -194.078921
AlcoholCONF_3_4_mol2   |   -194.081204   |   -193.806215   |   -194.081092
AlcoholCONF_3_5_mol1   |   -194.075351   |   -193.800348   |   -194.074878
AlcoholCONF_4_13_mol1   |   -194.066416   |   -193.791279   |   -194.06585
AlcoholCONF_4_15_mol1   |   -194.074654   |   -193.799422   |   -194.07465
AlcoholCONF_4_20_mol1   |   -194.070124   |   -193.794833   |   -194.069527
AlcoholCONF_4_5_mol1   |   -194.072941   |   -193.79739   |   -194.072768
AlkAtom19_12_mol1   |   -275.893225   |   -275.491173   |   -275.892891
AlkAtom19_16_mol1   |   -275.896965   |   -275.49646   |   -275.896576
AlkIsod14_6_mol2   |   -315.134431   |   -314.676031   |   -315.134122
AlkIsomer11_2_mol1   |   -197.406632   |   -197.115625   |   -197.406288
AlkIsomer11_3_mol1   |   -197.412179   |   -197.122287   |   -197.411854
AlkIsomer11_6_mol1   |   -236.650894   |   -236.305102   |   -236.65033
AlkIsomer11_7_mol1   |   -236.648906   |   -236.302509   |   -236.648504
ANI1ccx_1001_conf3_mol2   |   -490.123426   |   -489.473023   |   -490.124391
ANI1ccx_1010_conf10_mol2   |   -572.023778   |   -571.271666   |   -572.024225
ANI1ccx_1023_conf1_mol1   |   -620.59812   |   -619.782963   |   -620.596853
ANI1ccx_1023_conf3_mol1   |   -620.597888   |   -619.784237   |   -620.597351
ANI1ccx_1023_conf7_mol2   |   -620.602782   |   -619.788709   |   -620.601858
ANI1ccx_1029_conf4_mol2   |   -532.096435   |   -531.389612   |   -532.095008
ANI1ccx_102_conf1_mol1   |   -804.764494   |   -803.678007   |   -804.761088
ANI1ccx_1034_conf2_mol1   |   -641.666591   |   -640.819409   |   -641.664532
ANI1ccx_1064_conf8_mol1   |   -526.252166   |   -525.596778   |   -526.253862
ANI1ccx_1075_conf2_mol2   |   -547.206957   |   -546.514059   |   -547.206852
ANI1ccx_1081_conf2_mol1   |   -465.429624   |   -464.844236   |   -465.42852
ANI1ccx_1088_conf1_mol1   |   -527.461243   |   -526.787795   |   -527.461949
ANI1ccx_1089_conf1_mol2   |   -602.445078   |   -601.680187   |   -602.443137
ANI1ccx_1091_conf2_mol2   |   -486.543071   |   -485.922779   |   -486.542812
ANI1ccx_1092_conf6_mol2   |   -561.729676   |   -561.013244   |   -561.730831
ANI1ccx_1093_conf5_mol1   |   -636.892198   |   -636.080872   |   -636.892788
ANI1ccx_1119_conf6_mol1   |   -603.850255   |   -603.075523   |   -603.848223
ANI1ccx_1139_conf2_mol1   |   -508.817356   |   -508.15373   |   -508.816312
ANI1ccx_1144_conf15_mol1   |   -618.099347   |   -617.310459   |   -618.098631
ANI1ccx_1154_conf1_mol1   |   -488.932259   |   -488.294068   |   -488.935037
ANI1ccx_1158_conf7_mol1   |   -598.267621   |   -597.495611   |   -598.267301
ANI1ccx_1158_conf7_mol2   |   -598.28149   |   -597.508352   |   -598.281015
ANI1ccx_1166_conf11_mol2   |   -400.631009   |   -400.099004   |   -400.630425
ANI1ccx_1168_conf155_mol2   |   -550.982006   |   -550.259085   |   -550.980409
ANI1ccx_1168_conf26_mol1   |   -550.965267   |   -550.244073   |   -550.963902
ANI1ccx_1168_conf70_mol1   |   -550.951959   |   -550.231198   |   -550.950421
ANI1ccx_1205_conf10_mol1   |   -699.616465   |   -698.703942   |   -699.616716
ANI1ccx_1205_conf26_mol2   |   -699.62151   |   -698.71297   |   -699.622497
ANI1ccx_1205_conf48_mol1   |   -699.544868   |   -698.628846   |   -699.544104
ANI1ccx_1213_conf1_mol1   |   -570.303979   |   -569.549914   |   -570.303332
ANI1ccx_1214_conf1_mol2   |   -645.49965   |   -644.65118   |   -645.499221
ANI1ccx_1214_conf2_mol1   |   -645.497501   |   -644.647131   |   -645.498015
ANI1ccx_1215_conf13_mol2   |   -720.649358   |   -719.704214   |   -720.648395
