Name   |   Ref (MP2/CBS) (A.U.)   |   Base (HF/aDZ) (A.U.)   |   ACP_MP2 (A.U.)
1-chlorobutane   |   -617.315872   |   -616.243061   |   -617.313865
1-chloroethylsulfanyliminomethanone   |   -1103.859234   |   -1102.294413   |   -1103.853451
1-chlorohexane   |   -695.802605   |   -694.3202   |   -695.800397
1-chloronaphthalene   |   -844.399758   |   -842.314487   |   -844.391676
1-chloropentane   |   -656.559297   |   -655.281363   |   -656.556494
1-chloropropane   |   -578.072724   |   -577.203689   |   -578.069279
1-chloropyrazole   |   -684.982923   |   -683.692881   |   -684.976858
1-cyano-1-1-difluoroethane   |   -370.158303   |   -368.709082   |   -370.164147
1-cyano-1-2-difluoroethane   |   -370.141959   |   -368.697165   |   -370.145198
1-cyano-2-fluoroethene   |   -269.747249   |   -268.649527   |   -269.747512
1-cyclohexylethanone   |   -387.906664   |   -386.021709   |   -387.907428
1999-12-31   |   -468.777282   |   -466.416267   |   -468.77957
1-dichloroamino-oxy-1-methoxyethene   |   -1241.448121   |   -1239.5393   |   -1241.452575
1-difluoroaminoethanol   |   -408.355983   |   -406.743039   |   -408.357961
1-ethoxy-2-methoxyethane   |   -347.685302   |   -346.064331   |   -347.685208
1-ethoxyethoxyethane   |   -386.950438   |   -385.121684   |   -386.948717
1-ethoxypropane   |   -272.549354   |   -271.213702   |   -272.547975
1-ethyl-1H-imidazole   |   -304.380557   |   -302.921735   |   -304.375049
1-ethyl-2-methylbenzene   |   -349.589428   |   -347.845154   |   -349.586676
1-ethyl-4-methylbenzene   |   -349.589465   |   -347.847541   |   -349.585676
1-ethylnaphthalene   |   -463.734179   |   -461.470259   |   -463.727252
1-ethylsulfanyl-2-methylsulfanyl-ethane   |   -992.894319   |   -991.409659   |   -992.895666
1-ethylsulfinylpropane   |   -670.291404   |   -668.700985   |   -670.287784
1-ethylsulfonylpropane   |   -745.475982   |   -743.556783   |   -745.476137
1H-1-2-4-triazole   |   -241.934195   |   -240.841011   |   -241.925518
1-H-1-2--bipyrrole   |   -418.500284   |   -416.512723   |   -418.488724
1H-3H-7H-xanthine   |   -561.759762   |   -559.33061   |   -561.754162
1H-3H-8H-alloxanthine   |   -561.738482   |   -559.307668   |   -561.738367
1H-3H-9H-alloxanthine   |   -561.730932   |   -559.30196   |   -561.730781
1H-3H-9H-xanthine   |   -561.745375   |   -559.316349   |   -561.739483
1H-7H-hypoxanthine   |   -486.563179   |   -484.418806   |   -486.55421
1H-8H-allopurinol   |   -486.539073   |   -484.391493   |   -486.533952
1H-9H-allopurinol   |   -486.543271   |   -484.398988   |   -486.540487
1H-9H-hypoxanthine   |   -486.561601   |   -484.417694   |   -486.553774
1H-benzimidazole   |   -379.29265   |   -377.522182   |   -379.283667
1-heptanamine   |   -331.175728   |   -329.466427   |   -331.17683
1999-12-31   |   -351.047308   |   -349.299526   |   -351.048539
1999-12-31   |   -274.662973   |   -273.241961   |   -274.662116
1999-12-31   |   -273.424299   |   -272.033974   |   -273.423853
1-hexanamine   |   -291.932444   |   -290.427622   |   -291.933002
1999-12-31   |   -311.804023   |   -310.260714   |   -311.804588
1999-12-31   |   -235.419683   |   -234.203139   |   -235.41839
1999-12-31   |   -234.181015   |   -232.995145   |   -234.180162
1H-imidazole   |   -225.896331   |   -224.848157   |   -225.88805
1H-indene   |   -347.174765   |   -345.499926   |   -347.171437
1H-indole   |   -363.240207   |   -361.511246   |   -363.231334
1H-pyrazin-2-one   |   -339.097185   |   -337.597269   |   -339.08861
1H-pyrazole   |   -225.880217   |   -224.826829   |   -225.874273
1H-pyrazole-1-OS-thioperoxol   |   -698.694519   |   -697.13097   |   -698.703373
1H-pyrimidin-4-one   |   -339.096823   |   -337.602888   |   -339.096794
1H-pyrrol-3-ylhydrazine   |   -320.379985   |   -318.873176   |   -320.377313
1H-pyrrole-3-carboxamide   |   -378.371337   |   -376.658631   |   -378.367926
1H-tetrazol-5-amine   |   -313.238552   |   -311.846264   |   -313.228254
1H-tetrazole   |   -257.940558   |   -256.795226   |   -257.923588
1-hydroperoxy-N-nitrosodimethylamine   |   -414.353799   |   -412.570771   |   -414.351802
1-hydroxy-1-3-dibutyne   |   -228.380061   |   -227.374602   |   -228.372128
1-hydroxy-1H-imidazole-2-carbonitrile   |   -393.113668   |   -391.386119   |   -393.106561
1-hydroxy-3-4-dihydroquinolin-2-one   |   -552.775572   |   -550.266324   |   -552.768721
1-hydroxyguanidine   |   -280.212007   |   -278.974879   |   -280.212449
1-isocyanato-1-1-2-ethanetriol   |   -472.471262   |   -470.49027   |   -472.465973
1-isocyanato-1-2-2-ethanetriol   |   -472.469012   |   -470.489092   |   -472.46311
1-isocyanato-2-isothiocyanatoethane   |   -736.843   |   -735.128875   |   -736.836997
1-isopropyl-4-methylbenzene   |   -388.835026   |   -386.885232   |   -388.831123
1-methoxybut-2-yne   |   -270.078783   |   -268.811718   |   -270.078427
1-methoxybutane   |   -272.544463   |   -271.208334   |   -272.54363
1-methoxyethanimine   |   -248.154527   |   -247.011641   |   -248.156715
1-methoxypropane   |   -233.301403   |   -232.169614   |   -233.300129
1-methyl-1H-imidazole   |   -265.134051   |   -263.880327   |   -265.128858
1-methyl-1H-pyrrole   |   -249.081686   |   -247.869754   |   -249.076207
1-methyl-1H-tetrazole   |   -297.182626   |   -295.831914   |   -297.170158
1-methyl-2-nitro-benzene   |   -475.421594   |   -473.269371   |   -475.41768
1-methyl-3-nitro-benzene   |   -475.424847   |   -473.274373   |   -475.421227
1-methyl-4-methylsulfonylbenzene   |   -858.412383   |   -856.004704   |   -858.413428
1-methyl-4-vinylsulfonylbenzene   |   -896.422972   |   -893.846914   |   -896.420598
1-methylcyclohexene   |   -273.480931   |   -272.087956   |   -273.479205
1-methylcyclohexylhydroperoxide   |   -424.932818   |   -422.913896   |   -424.926341
1-methylcyclopentene   |   -234.230906   |   -233.043309   |   -234.231584
1-methylcyclopropene   |   -155.666059   |   -154.884777   |   -155.658929
1-methylethyl_hydroperoxide   |   -269.144382   |   -267.917808   |   -269.137453
1-methylnaphthalene   |   -424.491023   |   -422.433734   |   -424.482329
1-methylpiperazine   |   -306.760416   |   -305.241424   |   -306.760294
1-methylpiperidine   |   -290.72204   |   -289.246088   |   -290.723269
1-methylsulfanylethanimine   |   -570.747217   |   -569.671106   |   -570.747327
1-methylsulfanylethanone   |   -590.637407   |   -589.523409   |   -590.638914
1-methylsulfonylbutane   |   -745.474621   |   -743.555391   |   -745.478521
1-methylsulfonylpropane   |   -706.231095   |   -704.516279   |   -706.234114
1-methylthiobutane   |   -595.149429   |   -593.882063   |   -595.149866
1-nitrobutane   |   -362.487052   |   -360.825418   |   -362.485855
1-nitropentane   |   -401.73041   |   -399.864324   |   -401.729584
1-nitropropan-2-ylnitrite   |   -527.557013   |   -525.292769   |   -527.55356
1-nitropropane   |   -323.243678   |   -321.786404   |   -323.242011
1-nitropyrrole-3-carbonitrile   |   -506.25953   |   -504.049464   |   -506.252909
1-nitroso-2-imidazolidinethione   |   -754.017924   |   -752.220065   |   -754.024524
1-nitrosopyrazolidin-3-one   |   -431.40422   |   -429.531122   |   -431.406817
1999-12-31   |   -390.290596   |   -388.338332   |   -390.292547
1-pentanethiol   |   -595.149808   |   -593.886844   |   -595.149708
1999-12-31   |   -272.560735   |   -271.221897   |   -272.560768
1999-12-31   |   -196.176385   |   -195.164308   |   -196.175027
1-phenylethanimine   |   -364.420604   |   -362.672685   |   -364.42046
1-propanamine   |   -174.202745   |   -173.311276   |   -174.202252
1-propanethiol   |   -516.66408   |   -515.809746   |   -516.66333
1999-12-31   |   -194.074357   |   -193.144335   |   -194.073736
1-propoxypropane   |   -311.792142   |   -310.252359   |   -311.790471
1-propylsulfanylpropane   |   -634.393849   |   -632.921506   |   -634.393677
1-propylsulfonylpropane   |   -784.713875   |   -782.587533   |   -784.71305
1-propyn-1-yl_thiocyanate   |   -606.31066   |   -605.131972   |   -606.303097
1-p-tolylethanone   |   -423.552531   |   -421.561895   |   -423.550827
1-pyrazin-2-ylethanone   |   -416.37822   |   -414.509193   |   -416.376255
1-pyrrolidin-1-ylethanone   |   -364.713649   |   -362.987321   |   -364.714612
1R-1-2-2-trifluoroethoxybenzene   |   -683.040782   |   -680.275738   |   -683.039973
1R-2S-1-2-dimethylcyclohexane   |   -313.946333   |   -312.305797   |   -313.942796
1-sulfanyl-5-6-dihydro-1-3-5-triazine-21H-thione   |   -1076.641054   |   -1074.917027   |   -1076.640878
1-thiazolidine-1-oxide   |   -645.896808   |   -644.489078   |   -645.893912
1-vinylsulfonylethylene   |   -703.763114   |   -702.121164   |   -703.762781
1Z-2-chloroethanimidoylmalononitrile   |   -816.366034   |   -814.516237   |   -816.364648
2-1H-1-2-4-triazol-3-yl-ethenone   |   -393.158743   |   -391.437762   |   -393.154126
2-1H-pyridinone   |   -323.065039   |   -321.610875   |   -323.06421
2-1H-pyrrol-2-yl-1H-pyrrole   |   -418.517226   |   -416.528014   |   -418.502697
2-2-2-trifluoroethanol   |   -452.40113   |   -450.729328   |   -452.403716
2-2-3-3-tetrachlorobutane   |   -1994.779902   |   -1992.99314   |   -1994.778782
2-2-3-3-tetrafluorobutane   |   -554.91348   |   -552.808131   |   -554.920474
2-2-4-trimethylpentane   |   -315.138513   |   -313.460817   |   -315.13607
2-2-5-trimethylhexane   |   -354.384196   |   -352.502448   |   -354.38119
2-2--bifuran   |   -458.222096   |   -456.162592   |   -458.221411
2-2-dichloroethanimidamide   |   -1107.35002   |   -1105.984959   |   -1107.345301
2-2-dichloropropane   |   -1037.232378   |   -1036.127207   |   -1037.229717
2-2-dicyanoacetamide   |   -393.178274   |   -391.471712   |   -393.177779
2-2-dicyanoethanedithioicacid   |   -1058.182904   |   -1056.571876   |   -1058.174289
2-2-difluoro-1-3-dithiolane   |   -1111.580519   |   -1109.898767   |   -1111.59307
2-2-difluoro-2-isocyanatoethane   |   -445.35621   |   -443.614037   |   -445.363731
2-2-dimethyl-1-propanethiol   |   -595.156576   |   -593.884074   |   -595.151191
2-2-dimethylbutane   |   -236.653707   |   -235.389758   |   -236.648871
2-2-dimethylpropane   |   -197.412172   |   -196.355002   |   -197.405639
2-2--disulfanediyldiacetonitrile   |   -1059.407623   |   -1057.772234   |   -1059.410495
2-2-furylcyclopropyl-3H-imidazole   |   -570.920739   |   -568.270707   |   -570.907675
2-2--iminodiacetylenol   |   -358.782615   |   -357.243937   |   -358.781741
2-2--methyliminodiacetylenol   |   -398.018187   |   -396.273651   |   -398.018253
2-2-nitrosoamino-3-sulfanylpropanoic_acid   |   -850.260455   |   -848.101209   |   -850.262168
2-2--oxodiethenone   |   -378.719376   |   -377.151815   |   -378.729781
2-2-oxoethylideneaminooxyethenone   |   -433.990466   |   -432.17433   |   -433.994807
2-3-2--3--dipyrrolopyrrole   |   -472.582559   |   -470.361957   |   -472.555954
2-3-3-trifluoropropene   |   -415.23519   |   -413.68507   |   -415.2378
2-3-4-trimethylpentane   |   -315.137088   |   -313.459219   |   -315.135694
2-3-5-6-tetrachlorobenzene-1-4-diol   |   -2218.795868   |   -2216.135468   |   -2218.778561
2-3-6-7-tetraazanaphthalene   |   -449.326323   |   -447.301186   |   -449.32377
2-3-butanedione   |   -306.075983   |   -304.730877   |   -306.078865
2-3-diamino-1-3-butadiene-1-4-dione   |   -414.184097   |   -412.397843   |   -414.194866
2-3-diazabutadiene   |   -187.773858   |   -186.914252   |   -187.776964
2-3-dichloro-1-3-cyclohexadien-5-yne   |   -1148.83527   |   -1147.245915   |   -1148.822209
2-3-dihydro-1-2-3-thiadiazole   |   -585.525673   |   -584.431979   |   -585.528371
2-3-dihydro-1-2-thiazole-1-oxide   |   -644.667253   |   -643.293755   |   -644.664157
2-3-dihydro-1-3-4-thiadiazole-2-thiol   |   -983.306435   |   -981.995434   |   -983.306295
2-3-dihydro-1-3-oxazole   |   -245.563802   |   -244.517441   |   -245.578601
2-3-dihydro-5-methylfuran   |   -270.138836   |   -268.86841   |   -270.138617
